#Data contains:GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,GNSS Time [UTC],height[m]
205355700,2021:3:16:9:2:17,3,11.3833207,47.3122108,2321402,0,6.81,2021-03-16 09:02:17,2321.402
205355800,2021:3:16:9:2:17,3,11.3833208,47.3122108,2321390,0,6.81,2021-03-16 09:02:17,2321.39
205355900,2021:3:16:9:2:17,3,11.3833207,47.3122111,2321339,0,6.81,2021-03-16 09:02:17,2321.339
205356000,2021:3:16:9:2:18,3,11.3833207,47.3122111,2321324,0,6.81,2021-03-16 09:02:18,2321.324
205356100,2021:3:16:9:2:18,3,11.3833205,47.3122111,2321281,0,6.81,2021-03-16 09:02:18,2321.281
205356200,2021:3:16:9:2:18,3,11.3833202,47.3122113,2321261,0,6.81,2021-03-16 09:02:18,2321.261
205356300,2021:3:16:9:2:18,3,11.3833198,47.3122112,2321252,0,6.81,2021-03-16 09:02:18,2321.252
205356400,2021:3:16:9:2:18,3,11.3833196,47.3122111,2321282,0,6.81,2021-03-16 09:02:18,2321.282
205356500,2021:3:16:9:2:18,3,11.3833191,47.3122114,2321259,1,6.81,2021-03-16 09:02:18,2321.259
205356600,2021:3:16:9:2:18,3,11.3833188,47.3122115,2321218,1,6.81,2021-03-16 09:02:18,2321.218
205356700,2021:3:16:9:2:18,3,11.3833187,47.3122112,2321191,1,6.81,2021-03-16 09:02:18,2321.191
205356800,2021:3:16:9:2:18,3,11.3833188,47.3122111,2321238,1,6.81,2021-03-16 09:02:18,2321.238
205356900,2021:3:16:9:2:18,3,11.3833189,47.3122113,2321358,1,6.81,2021-03-16 09:02:18,2321.358
205357000,2021:3:16:9:2:19,3,11.3833187,47.3122105,2321476,1,6.81,2021-03-16 09:02:19,2321.476
205357100,2021:3:16:9:2:19,3,11.3833179,47.3122105,2321445,1,6.81,2021-03-16 09:02:19,2321.445
205357200,2021:3:16:9:2:19,3,11.3833178,47.3122099,2321573,1,6.81,2021-03-16 09:02:19,2321.573
205357300,2021:3:16:9:2:19,3,11.3833177,47.3122098,2321652,1,6.81,2021-03-16 09:02:19,2321.652
205357400,2021:3:16:9:2:19,3,11.3833173,47.3122098,2321660,1,6.81,2021-03-16 09:02:19,2321.66
205357500,2021:3:16:9:2:19,3,11.383317,47.3122104,2321700,0,6.81,2021-03-16 09:02:19,2321.7
205357600,2021:3:16:9:2:19,3,11.3833178,47.3122105,2321736,0,6.81,2021-03-16 09:02:19,2321.736
205357700,2021:3:16:9:2:19,3,11.3833182,47.3122108,2321749,0,6.81,2021-03-16 09:02:19,2321.749
205357800,2021:3:16:9:2:19,3,11.3833192,47.3122109,2321685,0,6.81,2021-03-16 09:02:19,2321.685
205357900,2021:3:16:9:2:19,3,11.3833192,47.3122113,2321507,0,6.81,2021-03-16 09:02:19,2321.507
205358000,2021:3:16:9:2:20,3,11.3833192,47.312211,2321460,0,6.87,2021-03-16 09:02:20,2321.46
205358100,2021:3:16:9:2:20,3,11.3833183,47.3122109,2321464,0,6.87,2021-03-16 09:02:20,2321.464
205358200,2021:3:16:9:2:20,3,11.3833186,47.3122106,2321469,0,6.87,2021-03-16 09:02:20,2321.469
205358300,2021:3:16:9:2:20,3,11.3833196,47.3122099,2321483,0,6.87,2021-03-16 09:02:20,2321.483
205358400,2021:3:16:9:2:20,3,11.38332,47.3122091,2321433,0,6.87,2021-03-16 09:02:20,2321.433
205358500,2021:3:16:9:2:20,3,11.3833204,47.3122081,2321380,1,6.87,2021-03-16 09:02:20,2321.38
205358600,2021:3:16:9:2:20,3,11.3833212,47.312207,2321301,1,6.87,2021-03-16 09:02:20,2321.301
205358700,2021:3:16:9:2:20,3,11.3833222,47.312205,2321181,1,6.81,2021-03-16 09:02:20,2321.181
205358800,2021:3:16:9:2:20,3,11.3833224,47.3122028,2321073,1,6.81,2021-03-16 09:02:20,2321.073
205358900,2021:3:16:9:2:20,3,11.3833221,47.3122013,2320998,1,6.81,2021-03-16 09:02:20,2320.998
205359000,2021:3:16:9:2:21,3,11.3833235,47.3121978,2320886,1,6.81,2021-03-16 09:02:21,2320.886
205359100,2021:3:16:9:2:21,3,11.3833235,47.3121946,2320756,1,6.81,2021-03-16 09:02:21,2320.756
205359200,2021:3:16:9:2:21,3,11.3833235,47.3121913,2320606,1,6.81,2021-03-16 09:02:21,2320.606
205359300,2021:3:16:9:2:21,3,11.3833238,47.312188,2320452,1,6.81,2021-03-16 09:02:21,2320.452
205359400,2021:3:16:9:2:21,3,11.3833243,47.3121846,2320336,1,6.81,2021-03-16 09:02:21,2320.336
205359500,2021:3:16:9:2:21,3,11.3833232,47.3121805,2320154,0,6.81,2021-03-16 09:02:21,2320.154
205359600,2021:3:16:9:2:21,3,11.3833224,47.3121768,2319964,0,6.81,2021-03-16 09:02:21,2319.964
205359700,2021:3:16:9:2:21,3,11.3833218,47.3121728,2319788,0,6.81,2021-03-16 09:02:21,2319.788
205359800,2021:3:16:9:2:21,3,11.3833217,47.3121685,2319601,0,6.81,2021-03-16 09:02:21,2319.601
205359900,2021:3:16:9:2:21,3,11.3833226,47.3121631,2319281,0,6.81,2021-03-16 09:02:21,2319.281
205360000,2021:3:16:9:2:22,3,11.3833233,47.3121584,2318940,0,6.81,2021-03-16 09:02:22,2318.94
205360100,2021:3:16:9:2:22,3,11.3833214,47.3121536,2318428,0,6.81,2021-03-16 09:02:22,2318.428
205360200,2021:3:16:9:2:22,3,11.3833187,47.3121493,2317984,0,6.81,2021-03-16 09:02:22,2317.984
205360300,2021:3:16:9:2:22,3,11.3833159,47.3121445,2317544,0,6.81,2021-03-16 09:02:22,2317.544
205360400,2021:3:16:9:2:22,3,11.3833137,47.3121391,2317159,0,6.81,2021-03-16 09:02:22,2317.159
205360500,2021:3:16:9:2:22,3,11.3833099,47.3121349,2316625,1,6.81,2021-03-16 09:02:22,2316.625
205360600,2021:3:16:9:2:22,3,11.3833065,47.3121316,2316056,1,6.81,2021-03-16 09:02:22,2316.056
205360700,2021:3:16:9:2:22,3,11.3833039,47.3121288,2315580,1,6.81,2021-03-16 09:02:22,2315.58
205360800,2021:3:16:9:2:22,3,11.3833005,47.3121253,2314987,1,6.81,2021-03-16 09:02:22,2314.987
205360900,2021:3:16:9:2:22,3,11.3832979,47.3121211,2314565,1,6.81,2021-03-16 09:02:22,2314.565
205361000,2021:3:16:9:2:23,3,11.3832954,47.312117,2314226,1,6.75,2021-03-16 09:02:23,2314.226
205361100,2021:3:16:9:2:23,3,11.3832919,47.3121127,2313839,1,6.75,2021-03-16 09:02:23,2313.839
205361200,2021:3:16:9:2:23,3,11.3832885,47.3121082,2313435,1,6.75,2021-03-16 09:02:23,2313.435
205361300,2021:3:16:9:2:23,3,11.3832848,47.3121035,2313069,1,6.75,2021-03-16 09:02:23,2313.069
205361400,2021:3:16:9:2:23,3,11.3832811,47.3120979,2312680,1,6.75,2021-03-16 09:02:23,2312.68
205361500,2021:3:16:9:2:23,3,11.3832762,47.3120921,2312303,0,6.75,2021-03-16 09:02:23,2312.303
205361600,2021:3:16:9:2:23,3,11.3832715,47.3120863,2311932,0,6.75,2021-03-16 09:02:23,2311.932
205361700,2021:3:16:9:2:23,3,11.3832658,47.3120809,2311613,0,6.69,2021-03-16 09:02:23,2311.613
205361800,2021:3:16:9:2:23,3,11.3832574,47.3120743,2311139,0,6.69,2021-03-16 09:02:23,2311.139
205361900,2021:3:16:9:2:23,3,11.3832505,47.3120687,2310677,0,6.69,2021-03-16 09:02:23,2310.677
205362000,2021:3:16:9:2:24,3,11.3832471,47.3120628,2310230,0,6.69,2021-03-16 09:02:24,2310.23
205362100,2021:3:16:9:2:24,3,11.3832411,47.3120562,2309817,0,6.69,2021-03-16 09:02:24,2309.817
205362200,2021:3:16:9:2:24,3,11.3832358,47.3120501,2309477,0,6.69,2021-03-16 09:02:24,2309.477
205362300,2021:3:16:9:2:24,3,11.3832314,47.3120432,2309100,0,6.69,2021-03-16 09:02:24,2309.1
205362400,2021:3:16:9:2:24,3,11.3832276,47.3120374,2308627,0,6.69,2021-03-16 09:02:24,2308.627
205362500,2021:3:16:9:2:24,3,11.3832241,47.3120315,2308218,1,6.62,2021-03-16 09:02:24,2308.218
205362600,2021:3:16:9:2:24,3,11.38322,47.3120266,2307657,1,6.62,2021-03-16 09:02:24,2307.657
205362700,2021:3:16:9:2:24,3,11.3832161,47.3120193,2307245,1,6.62,2021-03-16 09:02:24,2307.245
205362800,2021:3:16:9:2:24,3,11.3832129,47.3120114,2306456,1,6.62,2021-03-16 09:02:24,2306.456
205362900,2021:3:16:9:2:24,3,11.3832091,47.3120046,2305705,1,6.62,2021-03-16 09:02:24,2305.705
205363000,2021:3:16:9:2:25,3,11.3832058,47.3119989,2305016,1,6.62,2021-03-16 09:02:25,2305.016
205363100,2021:3:16:9:2:25,3,11.3832014,47.3119928,2304377,1,6.62,2021-03-16 09:02:25,2304.377
205363200,2021:3:16:9:2:25,3,11.3831976,47.3119868,2303830,1,6.56,2021-03-16 09:02:25,2303.83
205363300,2021:3:16:9:2:25,3,11.3831936,47.3119805,2303300,1,6.56,2021-03-16 09:02:25,2303.3
205363400,2021:3:16:9:2:25,3,11.3831895,47.3119743,2302729,1,6.56,2021-03-16 09:02:25,2302.729
205363500,2021:3:16:9:2:25,3,11.3831849,47.3119682,2302232,0,6.56,2021-03-16 09:02:25,2302.232
205363600,2021:3:16:9:2:25,3,11.3831804,47.3119617,2301743,0,6.56,2021-03-16 09:02:25,2301.743
205363700,2021:3:16:9:2:25,3,11.3831758,47.3119561,2301163,0,6.56,2021-03-16 09:02:25,2301.163
205363800,2021:3:16:9:2:25,3,11.3831704,47.3119496,2300613,0,6.56,2021-03-16 09:02:25,2300.613
205363900,2021:3:16:9:2:25,3,11.3831643,47.311944,2299784,0,6.56,2021-03-16 09:02:25,2299.784
205364000,2021:3:16:9:2:26,3,11.383158,47.3119374,2299083,0,6.5,2021-03-16 09:02:26,2299.083
205364100,2021:3:16:9:2:26,3,11.3831519,47.3119307,2298509,0,6.5,2021-03-16 09:02:26,2298.509
205364200,2021:3:16:9:2:26,3,11.3831457,47.3119235,2297924,0,6.5,2021-03-16 09:02:26,2297.924
205364300,2021:3:16:9:2:26,3,11.3831412,47.3119178,2297420,0,6.5,2021-03-16 09:02:26,2297.42
205364400,2021:3:16:9:2:26,3,11.3831361,47.3119117,2296972,0,6.5,2021-03-16 09:02:26,2296.972
205364500,2021:3:16:9:2:26,3,11.3831309,47.3119062,2296343,1,6.5,2021-03-16 09:02:26,2296.343
205364600,2021:3:16:9:2:26,3,11.3831255,47.3119002,2295745,1,6.5,2021-03-16 09:02:26,2295.745
205364700,2021:3:16:9:2:26,3,11.3831196,47.3118933,2295226,1,6.44,2021-03-16 09:02:26,2295.226
205364800,2021:3:16:9:2:26,3,11.3831136,47.3118864,2294694,1,6.44,2021-03-16 09:02:26,2294.694
205364900,2021:3:16:9:2:26,3,11.3831078,47.3118793,2294055,1,6.44,2021-03-16 09:02:26,2294.055
205365000,2021:3:16:9:2:27,3,11.3831026,47.3118716,2293496,1,6.44,2021-03-16 09:02:27,2293.496
205365100,2021:3:16:9:2:27,3,11.3830961,47.3118656,2292789,1,6.44,2021-03-16 09:02:27,2292.789
205365200,2021:3:16:9:2:27,3,11.3830911,47.3118591,2292246,1,6.44,2021-03-16 09:02:27,2292.246
205365300,2021:3:16:9:2:27,3,11.3830866,47.3118541,2291626,1,6.44,2021-03-16 09:02:27,2291.626
205365400,2021:3:16:9:2:27,3,11.3830819,47.3118481,2291124,1,6.44,2021-03-16 09:02:27,2291.124
205365500,2021:3:16:9:2:27,3,11.3830764,47.311843,2290198,0,6.44,2021-03-16 09:02:27,2290.198
205365600,2021:3:16:9:2:27,3,11.3830718,47.3118367,2289585,0,6.44,2021-03-16 09:02:27,2289.585
205365700,2021:3:16:9:2:27,3,11.383067,47.3118299,2288987,0,6.44,2021-03-16 09:02:27,2288.987
205365800,2021:3:16:9:2:27,3,11.3830637,47.3118251,2288082,0,6.44,2021-03-16 09:02:27,2288.082
205365900,2021:3:16:9:2:27,3,11.3830596,47.3118187,2287508,0,6.44,2021-03-16 09:02:27,2287.508
205366000,2021:3:16:9:2:28,3,11.3830558,47.3118116,2287047,0,6.44,2021-03-16 09:02:28,2287.047
205366100,2021:3:16:9:2:28,3,11.3830534,47.3118059,2286488,0,6.44,2021-03-16 09:02:28,2286.488
205366200,2021:3:16:9:2:28,3,11.3830526,47.3118003,2286015,0,6.44,2021-03-16 09:02:28,2286.015
205366300,2021:3:16:9:2:28,3,11.3830493,47.3117934,2285534,0,6.44,2021-03-16 09:02:28,2285.534
205366400,2021:3:16:9:2:28,3,11.3830462,47.3117869,2284994,0,6.44,2021-03-16 09:02:28,2284.994
205366500,2021:3:16:9:2:28,3,11.3830459,47.3117829,2283988,1,6.44,2021-03-16 09:02:28,2283.988
205366600,2021:3:16:9:2:28,3,11.3830436,47.3117773,2283362,1,6.44,2021-03-16 09:02:28,2283.362
205366700,2021:3:16:9:2:28,3,11.383043,47.3117719,2282741,1,6.44,2021-03-16 09:02:28,2282.741
205366800,2021:3:16:9:2:28,3,11.3830404,47.3117668,2282066,1,6.44,2021-03-16 09:02:28,2282.066
205366900,2021:3:16:9:2:28,3,11.3830387,47.3117612,2281510,1,6.44,2021-03-16 09:02:28,2281.51
205367000,2021:3:16:9:2:29,3,11.3830369,47.3117557,2280972,1,6.44,2021-03-16 09:02:29,2280.972
205367100,2021:3:16:9:2:29,3,11.3830366,47.3117501,2280391,1,6.44,2021-03-16 09:02:29,2280.391
205367200,2021:3:16:9:2:29,3,11.3830339,47.3117438,2279839,1,6.44,2021-03-16 09:02:29,2279.839
205367300,2021:3:16:9:2:29,3,11.3830295,47.3117368,2279401,1,6.44,2021-03-16 09:02:29,2279.401
205367400,2021:3:16:9:2:29,3,11.3830266,47.3117288,2278912,1,6.44,2021-03-16 09:02:29,2278.912
205367500,2021:3:16:9:2:29,3,11.3830237,47.3117217,2278478,0,6.44,2021-03-16 09:02:29,2278.478
205367600,2021:3:16:9:2:29,3,11.3830198,47.3117139,2277976,0,6.44,2021-03-16 09:02:29,2277.976
205367700,2021:3:16:9:2:29,3,11.3830172,47.311707,2277465,0,6.37,2021-03-16 09:02:29,2277.465
205367800,2021:3:16:9:2:29,3,11.3830151,47.3117002,2276842,0,6.37,2021-03-16 09:02:29,2276.842
205367900,2021:3:16:9:2:29,3,11.3830127,47.3116928,2276257,0,6.37,2021-03-16 09:02:29,2276.257
205368000,2021:3:16:9:2:30,3,11.3830108,47.3116848,2275722,0,6.37,2021-03-16 09:02:30,2275.722
205368100,2021:3:16:9:2:30,3,11.3830098,47.3116775,2275161,0,6.37,2021-03-16 09:02:30,2275.161
205368200,2021:3:16:9:2:30,3,11.3830083,47.3116715,2274569,0,6.37,2021-03-16 09:02:30,2274.569
205368300,2021:3:16:9:2:30,3,11.3830048,47.3116646,2274062,0,6.37,2021-03-16 09:02:30,2274.062
205368400,2021:3:16:9:2:30,3,11.3830024,47.3116576,2273538,0,6.37,2021-03-16 09:02:30,2273.538
205368500,2021:3:16:9:2:30,3,11.3830006,47.3116518,2272810,1,6.31,2021-03-16 09:02:30,2272.81
205368600,2021:3:16:9:2:30,3,11.3829983,47.3116456,2272176,1,6.31,2021-03-16 09:02:30,2272.176
205368700,2021:3:16:9:2:30,3,11.3829959,47.3116393,2271638,1,6.31,2021-03-16 09:02:30,2271.638
205368800,2021:3:16:9:2:30,3,11.382994,47.3116321,2271187,1,6.31,2021-03-16 09:02:30,2271.187
205368900,2021:3:16:9:2:30,3,11.3829941,47.3116271,2270556,1,6.31,2021-03-16 09:02:30,2270.556
205369000,2021:3:16:9:2:31,3,11.382993,47.3116205,2270200,1,6.31,2021-03-16 09:02:31,2270.2
205369100,2021:3:16:9:2:31,3,11.3829912,47.3116124,2269738,1,6.31,2021-03-16 09:02:31,2269.738
205369200,2021:3:16:9:2:31,3,11.382989,47.3116051,2269178,1,6.31,2021-03-16 09:02:31,2269.178
205369300,2021:3:16:9:2:31,3,11.3829875,47.3115989,2268627,1,6.31,2021-03-16 09:02:31,2268.627
205369400,2021:3:16:9:2:31,3,11.3829861,47.3115921,2268167,1,6.31,2021-03-16 09:02:31,2268.167
205369500,2021:3:16:9:2:31,3,11.3829845,47.3115866,2267577,0,6.31,2021-03-16 09:02:31,2267.577
205369600,2021:3:16:9:2:31,3,11.3829829,47.3115809,2266907,0,6.31,2021-03-16 09:02:31,2266.907
205369700,2021:3:16:9:2:31,3,11.3829806,47.3115744,2266449,0,6.31,2021-03-16 09:02:31,2266.449
205369800,2021:3:16:9:2:31,3,11.3829785,47.3115673,2266060,0,6.31,2021-03-16 09:02:31,2266.06
205369900,2021:3:16:9:2:31,3,11.3829765,47.3115608,2265455,0,6.31,2021-03-16 09:02:31,2265.455
205370000,2021:3:16:9:2:32,3,11.3829758,47.3115548,2264729,0,6.31,2021-03-16 09:02:32,2264.729
205370100,2021:3:16:9:2:32,3,11.382974,47.311549,2264093,0,6.31,2021-03-16 09:02:32,2264.093
205370200,2021:3:16:9:2:32,3,11.3829721,47.3115431,2263500,0,6.31,2021-03-16 09:02:32,2263.5
205370300,2021:3:16:9:2:32,3,11.3829704,47.3115365,2263083,0,6.31,2021-03-16 09:02:32,2263.083
205370400,2021:3:16:9:2:32,3,11.3829685,47.3115308,2262547,0,6.31,2021-03-16 09:02:32,2262.547
205370500,2021:3:16:9:2:32,3,11.3829664,47.3115238,2262094,1,6.31,2021-03-16 09:02:32,2262.094
205370600,2021:3:16:9:2:32,3,11.3829639,47.3115178,2261456,1,6.31,2021-03-16 09:02:32,2261.456
205370700,2021:3:16:9:2:32,3,11.3829617,47.3115117,2260934,1,6.25,2021-03-16 09:02:32,2260.934
205370800,2021:3:16:9:2:32,3,11.3829602,47.3115059,2260385,1,6.25,2021-03-16 09:02:32,2260.385
205370900,2021:3:16:9:2:32,3,11.3829576,47.3115002,2259560,1,6.25,2021-03-16 09:02:32,2259.56
205371000,2021:3:16:9:2:33,3,11.3829551,47.3114952,2258404,1,6.25,2021-03-16 09:02:33,2258.404
205371100,2021:3:16:9:2:33,3,11.3829518,47.3114903,2257378,1,6.25,2021-03-16 09:02:33,2257.378
205371200,2021:3:16:9:2:33,3,11.3829493,47.3114836,2256951,1,6.25,2021-03-16 09:02:33,2256.951
205371300,2021:3:16:9:2:33,3,11.3829468,47.311477,2256465,1,6.25,2021-03-16 09:02:33,2256.465
205371400,2021:3:16:9:2:33,3,11.3829438,47.3114711,2256013,1,6.25,2021-03-16 09:02:33,2256.013
205371500,2021:3:16:9:2:33,3,11.3829411,47.3114648,2255506,0,6.25,2021-03-16 09:02:33,2255.506
205371600,2021:3:16:9:2:33,3,11.3829379,47.3114578,2255125,0,6.25,2021-03-16 09:02:33,2255.125
205371700,2021:3:16:9:2:33,3,11.382934,47.3114498,2254913,0,6.25,2021-03-16 09:02:33,2254.913
205371800,2021:3:16:9:2:33,3,11.3829312,47.3114418,2254715,0,6.25,2021-03-16 09:02:33,2254.715
205371900,2021:3:16:9:2:33,3,11.3829279,47.3114348,2254183,0,6.25,2021-03-16 09:02:33,2254.183
205372000,2021:3:16:9:2:34,3,11.3829255,47.3114289,2253571,0,6.25,2021-03-16 09:02:34,2253.571
205372100,2021:3:16:9:2:34,3,11.3829237,47.3114231,2253060,0,6.25,2021-03-16 09:02:34,2253.06
205372200,2021:3:16:9:2:34,3,11.3829223,47.311418,2252403,0,6.19,2021-03-16 09:02:34,2252.403
205372300,2021:3:16:9:2:34,3,11.3829218,47.3114127,2251803,0,6.19,2021-03-16 09:02:34,2251.803
205372400,2021:3:16:9:2:34,3,11.3829216,47.3114069,2251230,0,6.19,2021-03-16 09:02:34,2251.23
205372500,2021:3:16:9:2:34,3,11.3829196,47.3114016,2250829,1,6.19,2021-03-16 09:02:34,2250.829
