#Data contains:GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,GNSS Time [UTC],height[m]
205284400,2021:3:16:9:1:6,3,11.3832934,47.3122466,2324376,0,7.31,2021-03-16 09:01:06,2324.376
205284500,2021:3:16:9:1:6,3,11.3832934,47.3122467,2324370,1,7.31,2021-03-16 09:01:06,2324.37
205284600,2021:3:16:9:1:6,3,11.3832935,47.3122467,2324359,1,7.31,2021-03-16 09:01:06,2324.359
205284700,2021:3:16:9:1:6,3,11.3832935,47.3122465,2324383,1,7.31,2021-03-16 09:01:06,2324.383
205284800,2021:3:16:9:1:6,3,11.3832938,47.3122462,2324396,1,7.31,2021-03-16 09:01:06,2324.396
205284900,2021:3:16:9:1:6,3,11.3832939,47.3122462,2324392,1,7.31,2021-03-16 09:01:06,2324.392
205285000,2021:3:16:9:1:7,3,11.3832941,47.3122464,2324380,1,7.31,2021-03-16 09:01:07,2324.38
205285100,2021:3:16:9:1:7,3,11.3832942,47.3122464,2324364,1,7.31,2021-03-16 09:01:07,2324.364
205285200,2021:3:16:9:1:7,3,11.3832942,47.3122462,2324372,1,7.31,2021-03-16 09:01:07,2324.372
205285300,2021:3:16:9:1:7,3,11.3832944,47.3122461,2324378,1,7.31,2021-03-16 09:01:07,2324.378
205285400,2021:3:16:9:1:7,3,11.3832945,47.312246,2324377,1,7.31,2021-03-16 09:01:07,2324.377
205285500,2021:3:16:9:1:7,3,11.3832948,47.3122461,2324353,0,7.31,2021-03-16 09:01:07,2324.353
205285600,2021:3:16:9:1:7,3,11.3832948,47.3122461,2324361,0,7.31,2021-03-16 09:01:07,2324.361
205285700,2021:3:16:9:1:7,3,11.3832949,47.312246,2324356,0,7.31,2021-03-16 09:01:07,2324.356
205285800,2021:3:16:9:1:7,3,11.3832951,47.3122455,2324367,0,7.31,2021-03-16 09:01:07,2324.367
205285900,2021:3:16:9:1:7,3,11.3832952,47.3122458,2324338,0,7.31,2021-03-16 09:01:07,2324.338
205286000,2021:3:16:9:1:8,3,11.3832955,47.3122458,2324325,0,7.31,2021-03-16 09:01:08,2324.325
205286100,2021:3:16:9:1:8,3,11.3832957,47.3122458,2324325,0,7.31,2021-03-16 09:01:08,2324.325
205286200,2021:3:16:9:1:8,3,11.3832958,47.3122455,2324324,0,7.31,2021-03-16 09:01:08,2324.324
205286300,2021:3:16:9:1:8,3,11.383296,47.3122452,2324340,0,7.31,2021-03-16 09:01:08,2324.34
205286400,2021:3:16:9:1:8,3,11.3832961,47.3122451,2324351,0,7.31,2021-03-16 09:01:08,2324.351
205286500,2021:3:16:9:1:8,3,11.3832963,47.3122449,2324350,1,7.31,2021-03-16 09:01:08,2324.35
205286600,2021:3:16:9:1:8,3,11.3832966,47.3122447,2324360,1,7.31,2021-03-16 09:01:08,2324.36
205286700,2021:3:16:9:1:8,3,11.3832964,47.3122448,2324344,1,7.31,2021-03-16 09:01:08,2324.344
205286800,2021:3:16:9:1:8,3,11.3832965,47.3122447,2324329,1,7.31,2021-03-16 09:01:08,2324.329
205286900,2021:3:16:9:1:8,3,11.3832967,47.3122448,2324337,1,7.31,2021-03-16 09:01:08,2324.337
205287000,2021:3:16:9:1:9,3,11.3832966,47.312245,2324321,1,7.31,2021-03-16 09:01:09,2324.321
205287100,2021:3:16:9:1:9,3,11.383297,47.3122447,2324336,1,7.31,2021-03-16 09:01:09,2324.336
205287200,2021:3:16:9:1:9,3,11.3832971,47.3122444,2324344,1,7.31,2021-03-16 09:01:09,2324.344
205287300,2021:3:16:9:1:9,3,11.3832975,47.312244,2324368,1,7.31,2021-03-16 09:01:09,2324.368
205287400,2021:3:16:9:1:9,3,11.3832976,47.3122438,2324391,1,7.31,2021-03-16 09:01:09,2324.391
205287500,2021:3:16:9:1:9,3,11.3832978,47.3122436,2324393,0,7.31,2021-03-16 09:01:09,2324.393
205287600,2021:3:16:9:1:9,3,11.3832981,47.3122434,2324405,0,7.31,2021-03-16 09:01:09,2324.405
205287700,2021:3:16:9:1:9,3,11.3832984,47.3122431,2324435,0,7.31,2021-03-16 09:01:09,2324.435
205287800,2021:3:16:9:1:9,3,11.3832984,47.3122431,2324422,0,7.31,2021-03-16 09:01:09,2324.422
205287900,2021:3:16:9:1:9,3,11.3832986,47.3122433,2324396,0,7.31,2021-03-16 09:01:09,2324.396
205288000,2021:3:16:9:1:10,3,11.3832988,47.312243,2324400,0,7.31,2021-03-16 09:01:10,2324.4
205288100,2021:3:16:9:1:10,3,11.3832992,47.312243,2324403,0,7.31,2021-03-16 09:01:10,2324.403
205288200,2021:3:16:9:1:10,3,11.3832992,47.3122429,2324394,0,7.31,2021-03-16 09:01:10,2324.394
205288300,2021:3:16:9:1:10,3,11.3832994,47.3122429,2324403,0,7.31,2021-03-16 09:01:10,2324.403
205288400,2021:3:16:9:1:10,3,11.3832995,47.3122429,2324394,0,7.31,2021-03-16 09:01:10,2324.394
205288500,2021:3:16:9:1:10,3,11.3832998,47.3122429,2324399,1,7.31,2021-03-16 09:01:10,2324.399
205288600,2021:3:16:9:1:10,3,11.3832998,47.3122428,2324386,1,7.31,2021-03-16 09:01:10,2324.386
205288700,2021:3:16:9:1:10,3,11.3832999,47.312243,2324398,1,7.31,2021-03-16 09:01:10,2324.398
205288800,2021:3:16:9:1:10,3,11.3833,47.3122429,2324380,1,7.31,2021-03-16 09:01:10,2324.38
205288900,2021:3:16:9:1:10,3,11.3833001,47.3122431,2324397,1,7.31,2021-03-16 09:01:10,2324.397
205289000,2021:3:16:9:1:11,3,11.3833003,47.312243,2324389,1,7.31,2021-03-16 09:01:11,2324.389
205289100,2021:3:16:9:1:11,3,11.3833004,47.3122428,2324385,1,7.31,2021-03-16 09:01:11,2324.385
205289200,2021:3:16:9:1:11,3,11.3833005,47.3122431,2324356,1,7.31,2021-03-16 09:01:11,2324.356
205289300,2021:3:16:9:1:11,3,11.3833004,47.3122433,2324347,1,7.31,2021-03-16 09:01:11,2324.347
205289400,2021:3:16:9:1:11,3,11.3833004,47.3122435,2324328,1,7.31,2021-03-16 09:01:11,2324.328
205289500,2021:3:16:9:1:11,3,11.3833004,47.3122437,2324302,0,7.25,2021-03-16 09:01:11,2324.302
205289600,2021:3:16:9:1:11,3,11.3833005,47.3122439,2324273,0,7.25,2021-03-16 09:01:11,2324.273
205289700,2021:3:16:9:1:11,3,11.3833004,47.3122442,2324268,0,7.25,2021-03-16 09:01:11,2324.268
205289800,2021:3:16:9:1:11,3,11.3833006,47.3122444,2324230,0,7.25,2021-03-16 09:01:11,2324.23
205289900,2021:3:16:9:1:11,3,11.3833006,47.3122445,2324234,0,7.25,2021-03-16 09:01:11,2324.234
205290000,2021:3:16:9:1:12,3,11.3833008,47.3122444,2324252,0,7.25,2021-03-16 09:01:12,2324.252
205290100,2021:3:16:9:1:12,3,11.3833007,47.3122444,2324239,0,7.25,2021-03-16 09:01:12,2324.239
205290200,2021:3:16:9:1:12,3,11.3833009,47.3122443,2324243,0,7.25,2021-03-16 09:01:12,2324.243
205290300,2021:3:16:9:1:12,3,11.3833009,47.3122441,2324271,0,7.31,2021-03-16 09:01:12,2324.271
205290400,2021:3:16:9:1:12,3,11.3833012,47.3122437,2324290,0,7.31,2021-03-16 09:01:12,2324.29
205290500,2021:3:16:9:1:12,3,11.3833013,47.3122434,2324310,1,7.31,2021-03-16 09:01:12,2324.31
205290600,2021:3:16:9:1:12,3,11.3833014,47.3122434,2324314,1,7.31,2021-03-16 09:01:12,2324.314
205290700,2021:3:16:9:1:12,3,11.3833014,47.3122434,2324286,1,7.31,2021-03-16 09:01:12,2324.286
205290800,2021:3:16:9:1:12,3,11.3833017,47.3122431,2324311,1,7.31,2021-03-16 09:01:12,2324.311
205290900,2021:3:16:9:1:12,3,11.3833018,47.3122431,2324293,1,7.31,2021-03-16 09:01:12,2324.293
205291000,2021:3:16:9:1:13,3,11.3833019,47.3122429,2324307,1,7.31,2021-03-16 09:01:13,2324.307
205291100,2021:3:16:9:1:13,3,11.3833023,47.3122424,2324324,1,7.31,2021-03-16 09:01:13,2324.324
205291200,2021:3:16:9:1:13,3,11.3833024,47.3122423,2324354,1,7.31,2021-03-16 09:01:13,2324.354
205291300,2021:3:16:9:1:13,3,11.3833024,47.3122421,2324369,1,7.31,2021-03-16 09:01:13,2324.369
205291400,2021:3:16:9:1:13,3,11.3833027,47.3122418,2324400,1,7.31,2021-03-16 09:01:13,2324.4
205291500,2021:3:16:9:1:13,3,11.3833027,47.312242,2324363,0,7.31,2021-03-16 09:01:13,2324.363
205291600,2021:3:16:9:1:13,3,11.3833029,47.3122419,2324372,0,7.31,2021-03-16 09:01:13,2324.372
205291700,2021:3:16:9:1:13,3,11.3833027,47.312242,2324373,0,7.31,2021-03-16 09:01:13,2324.373
205291800,2021:3:16:9:1:13,3,11.3833028,47.3122419,2324378,0,7.31,2021-03-16 09:01:13,2324.378
205291900,2021:3:16:9:1:13,3,11.3833028,47.312242,2324371,0,7.31,2021-03-16 09:01:13,2324.371
205292000,2021:3:16:9:1:14,3,11.3833028,47.3122422,2324359,0,7.31,2021-03-16 09:01:14,2324.359
205292100,2021:3:16:9:1:14,3,11.3833029,47.3122421,2324358,0,7.31,2021-03-16 09:01:14,2324.358
205292200,2021:3:16:9:1:14,3,11.3833028,47.3122422,2324359,0,7.31,2021-03-16 09:01:14,2324.359
205292300,2021:3:16:9:1:14,3,11.3833028,47.3122423,2324334,0,7.31,2021-03-16 09:01:14,2324.334
205292400,2021:3:16:9:1:14,3,11.3833029,47.3122424,2324337,0,7.31,2021-03-16 09:01:14,2324.337
205292500,2021:3:16:9:1:14,3,11.3833029,47.3122424,2324332,1,7.31,2021-03-16 09:01:14,2324.332
205292600,2021:3:16:9:1:14,3,11.3833029,47.3122425,2324302,1,7.31,2021-03-16 09:01:14,2324.302
205292700,2021:3:16:9:1:14,3,11.3833031,47.3122424,2324303,1,7.31,2021-03-16 09:01:14,2324.303
205292800,2021:3:16:9:1:14,3,11.383303,47.3122423,2324298,1,7.31,2021-03-16 09:01:14,2324.298
205292900,2021:3:16:9:1:14,3,11.3833031,47.3122423,2324292,1,7.31,2021-03-16 09:01:14,2324.292
205293000,2021:3:16:9:1:15,3,11.3833032,47.3122423,2324273,1,7.31,2021-03-16 09:01:15,2324.273
205293100,2021:3:16:9:1:15,3,11.3833031,47.3122423,2324267,1,7.31,2021-03-16 09:01:15,2324.267
205293200,2021:3:16:9:1:15,3,11.3833032,47.3122422,2324293,1,7.31,2021-03-16 09:01:15,2324.293
205293300,2021:3:16:9:1:15,3,11.3833032,47.3122422,2324271,1,7.31,2021-03-16 09:01:15,2324.271
205293400,2021:3:16:9:1:15,3,11.3833031,47.3122424,2324238,1,7.31,2021-03-16 09:01:15,2324.238
205293500,2021:3:16:9:1:15,3,11.3833033,47.3122426,2324214,0,7.31,2021-03-16 09:01:15,2324.214
205293600,2021:3:16:9:1:15,3,11.3833032,47.3122425,2324223,0,7.31,2021-03-16 09:01:15,2324.223
205293700,2021:3:16:9:1:15,3,11.3833033,47.3122424,2324222,0,7.31,2021-03-16 09:01:15,2324.222
205293800,2021:3:16:9:1:15,3,11.3833035,47.3122423,2324224,0,7.31,2021-03-16 09:01:15,2324.224
205293900,2021:3:16:9:1:15,3,11.3833035,47.3122423,2324221,0,7.31,2021-03-16 09:01:15,2324.221
205294000,2021:3:16:9:1:16,3,11.3833035,47.3122424,2324181,0,7.31,2021-03-16 09:01:16,2324.181
205294100,2021:3:16:9:1:16,3,11.3833036,47.3122425,2324168,0,7.31,2021-03-16 09:01:16,2324.168
205294200,2021:3:16:9:1:16,3,11.3833036,47.3122424,2324152,0,7.31,2021-03-16 09:01:16,2324.152
205294300,2021:3:16:9:1:16,3,11.3833034,47.3122426,2324146,0,7.31,2021-03-16 09:01:16,2324.146
205294400,2021:3:16:9:1:16,3,11.3833035,47.3122425,2324147,0,7.31,2021-03-16 09:01:16,2324.147
205294500,2021:3:16:9:1:16,3,11.3833037,47.3122425,2324139,1,7.31,2021-03-16 09:01:16,2324.139
205294600,2021:3:16:9:1:16,3,11.3833037,47.3122424,2324153,1,7.31,2021-03-16 09:01:16,2324.153
205294700,2021:3:16:9:1:16,3,11.3833037,47.3122424,2324128,1,7.31,2021-03-16 09:01:16,2324.128
205294800,2021:3:16:9:1:16,3,11.3833041,47.3122419,2324186,1,7.31,2021-03-16 09:01:16,2324.186
205294900,2021:3:16:9:1:16,3,11.3833042,47.312242,2324152,1,7.31,2021-03-16 09:01:16,2324.152
205295000,2021:3:16:9:1:17,3,11.3833043,47.3122419,2324148,1,7.31,2021-03-16 09:01:17,2324.148
205295100,2021:3:16:9:1:17,3,11.3833041,47.312242,2324135,1,7.31,2021-03-16 09:01:17,2324.135
205295200,2021:3:16:9:1:17,3,11.3833046,47.3122418,2324132,1,7.31,2021-03-16 09:01:17,2324.132
205295300,2021:3:16:9:1:17,3,11.3833045,47.3122418,2324132,1,7.31,2021-03-16 09:01:17,2324.132
205295400,2021:3:16:9:1:17,3,11.3833046,47.3122417,2324162,1,7.31,2021-03-16 09:01:17,2324.162
205295500,2021:3:16:9:1:17,3,11.3833047,47.3122417,2324125,0,7.31,2021-03-16 09:01:17,2324.125
205295600,2021:3:16:9:1:17,3,11.3833048,47.3122418,2324105,0,7.31,2021-03-16 09:01:17,2324.105
205295700,2021:3:16:9:1:17,3,11.3833049,47.3122419,2324118,0,7.31,2021-03-16 09:01:17,2324.118
205295800,2021:3:16:9:1:17,3,11.3833049,47.312242,2324092,0,7.31,2021-03-16 09:01:17,2324.092
205295900,2021:3:16:9:1:17,3,11.3833051,47.3122417,2324132,0,7.31,2021-03-16 09:01:17,2324.132
205296000,2021:3:16:9:1:18,3,11.3833053,47.3122412,2324168,0,7.31,2021-03-16 09:01:18,2324.168
205296100,2021:3:16:9:1:18,3,11.3833057,47.3122408,2324186,0,7.31,2021-03-16 09:01:18,2324.186
205296200,2021:3:16:9:1:18,3,11.3833057,47.3122407,2324213,0,7.31,2021-03-16 09:01:18,2324.213
205296300,2021:3:16:9:1:18,3,11.3833059,47.3122407,2324212,0,7.31,2021-03-16 09:01:18,2324.212
205296400,2021:3:16:9:1:18,3,11.383306,47.3122405,2324220,0,7.31,2021-03-16 09:01:18,2324.22
205296500,2021:3:16:9:1:18,3,11.3833063,47.3122403,2324241,1,7.31,2021-03-16 09:01:18,2324.241
205296600,2021:3:16:9:1:18,3,11.3833064,47.3122403,2324236,1,7.31,2021-03-16 09:01:18,2324.236
205296700,2021:3:16:9:1:18,3,11.3833065,47.3122401,2324257,1,7.31,2021-03-16 09:01:18,2324.257
205296800,2021:3:16:9:1:18,3,11.3833066,47.3122402,2324258,1,7.31,2021-03-16 09:01:18,2324.258
205296900,2021:3:16:9:1:18,3,11.3833068,47.3122403,2324245,1,7.31,2021-03-16 09:01:18,2324.245
205297000,2021:3:16:9:1:19,3,11.3833068,47.3122402,2324251,1,7.31,2021-03-16 09:01:19,2324.251
205297100,2021:3:16:9:1:19,3,11.3833069,47.3122401,2324277,1,7.31,2021-03-16 09:01:19,2324.277
205297200,2021:3:16:9:1:19,3,11.3833073,47.3122399,2324273,1,7.31,2021-03-16 09:01:19,2324.273
205297300,2021:3:16:9:1:19,3,11.3833073,47.3122401,2324259,1,7.31,2021-03-16 09:01:19,2324.259
205297400,2021:3:16:9:1:19,3,11.3833074,47.3122401,2324264,1,7.31,2021-03-16 09:01:19,2324.264
205297500,2021:3:16:9:1:19,3,11.3833074,47.3122404,2324252,0,7.31,2021-03-16 09:01:19,2324.252
205297600,2021:3:16:9:1:19,3,11.3833073,47.3122405,2324240,0,7.31,2021-03-16 09:01:19,2324.24
205297700,2021:3:16:9:1:19,3,11.3833076,47.3122402,2324252,0,7.31,2021-03-16 09:01:19,2324.252
205297800,2021:3:16:9:1:19,3,11.3833078,47.3122401,2324266,0,7.31,2021-03-16 09:01:19,2324.266
205297900,2021:3:16:9:1:19,3,11.3833079,47.3122402,2324247,0,7.31,2021-03-16 09:01:19,2324.247
205298000,2021:3:16:9:1:20,3,11.383308,47.3122401,2324271,0,7.31,2021-03-16 09:01:20,2324.271
205298100,2021:3:16:9:1:20,3,11.383308,47.3122401,2324268,0,7.31,2021-03-16 09:01:20,2324.268
205298200,2021:3:16:9:1:20,3,11.3833082,47.3122401,2324259,0,7.31,2021-03-16 09:01:20,2324.259
205298300,2021:3:16:9:1:20,3,11.3833082,47.3122403,2324244,0,7.31,2021-03-16 09:01:20,2324.244
205298400,2021:3:16:9:1:20,3,11.3833083,47.3122403,2324260,0,7.31,2021-03-16 09:01:20,2324.26
205298500,2021:3:16:9:1:20,3,11.3833082,47.3122403,2324259,1,7.31,2021-03-16 09:01:20,2324.259
205298600,2021:3:16:9:1:20,3,11.3833083,47.3122402,2324261,1,7.31,2021-03-16 09:01:20,2324.261
205298700,2021:3:16:9:1:20,3,11.3833085,47.3122402,2324254,1,7.31,2021-03-16 09:01:20,2324.254
205298800,2021:3:16:9:1:20,3,11.3833086,47.3122402,2324260,1,7.31,2021-03-16 09:01:20,2324.26
205298900,2021:3:16:9:1:20,3,11.3833087,47.3122403,2324253,1,7.31,2021-03-16 09:01:20,2324.253
205299000,2021:3:16:9:1:21,3,11.3833088,47.3122403,2324259,1,7.31,2021-03-16 09:01:21,2324.259
205299100,2021:3:16:9:1:21,3,11.3833089,47.3122402,2324271,1,7.31,2021-03-16 09:01:21,2324.271
205299200,2021:3:16:9:1:21,3,11.383309,47.3122401,2324294,1,7.31,2021-03-16 09:01:21,2324.294
205299300,2021:3:16:9:1:21,3,11.3833092,47.3122401,2324295,1,7.31,2021-03-16 09:01:21,2324.295
205299400,2021:3:16:9:1:21,3,11.3833091,47.3122402,2324282,1,7.31,2021-03-16 09:01:21,2324.282
205299500,2021:3:16:9:1:21,3,11.3833091,47.3122401,2324283,0,7.31,2021-03-16 09:01:21,2324.283
205299600,2021:3:16:9:1:21,3,11.3833095,47.31224,2324292,0,7.31,2021-03-16 09:01:21,2324.292
205299700,2021:3:16:9:1:21,3,11.3833097,47.3122395,2324321,0,7.31,2021-03-16 09:01:21,2324.321
205299800,2021:3:16:9:1:21,3,11.3833099,47.3122391,2324376,0,7.31,2021-03-16 09:01:21,2324.376
205299900,2021:3:16:9:1:21,3,11.38331,47.3122391,2324367,0,7.31,2021-03-16 09:01:21,2324.367
205300000,2021:3:16:9:1:22,3,11.3833102,47.312239,2324363,0,7.31,2021-03-16 09:01:22,2324.363
205300100,2021:3:16:9:1:22,3,11.3833102,47.3122388,2324359,0,7.31,2021-03-16 09:01:22,2324.359
205300200,2021:3:16:9:1:22,3,11.3833104,47.3122386,2324391,0,7.31,2021-03-16 09:01:22,2324.391
205300300,2021:3:16:9:1:22,3,11.3833107,47.3122383,2324414,0,7.31,2021-03-16 09:01:22,2324.414
205300400,2021:3:16:9:1:22,3,11.3833108,47.312238,2324450,0,7.31,2021-03-16 09:01:22,2324.45
205300500,2021:3:16:9:1:22,3,11.383311,47.3122377,2324448,1,7.31,2021-03-16 09:01:22,2324.448
205300600,2021:3:16:9:1:22,3,11.3833111,47.3122375,2324460,1,7.31,2021-03-16 09:01:22,2324.46
205300700,2021:3:16:9:1:22,3,11.3833114,47.312237,2324519,1,7.31,2021-03-16 09:01:22,2324.519
205300800,2021:3:16:9:1:22,3,11.3833114,47.312237,2324497,1,7.31,2021-03-16 09:01:22,2324.497
205300900,2021:3:16:9:1:22,3,11.3833117,47.3122366,2324523,1,7.31,2021-03-16 09:01:22,2324.523
205301000,2021:3:16:9:1:23,3,11.3833119,47.3122367,2324520,1,7.31,2021-03-16 09:01:23,2324.52
205301100,2021:3:16:9:1:23,3,11.383312,47.3122364,2324533,1,7.31,2021-03-16 09:01:23,2324.533
205301200,2021:3:16:9:1:23,3,11.3833123,47.3122363,2324520,1,7.31,2021-03-16 09:01:23,2324.52
205301300,2021:3:16:9:1:23,3,11.3833121,47.3122364,2324505,1,7.31,2021-03-16 09:01:23,2324.505
205301400,2021:3:16:9:1:23,3,11.3833124,47.3122365,2324502,1,7.31,2021-03-16 09:01:23,2324.502
205301500,2021:3:16:9:1:23,3,11.3833124,47.3122362,2324514,0,7.25,2021-03-16 09:01:23,2324.514
205301600,2021:3:16:9:1:23,3,11.3833126,47.3122361,2324526,0,7.25,2021-03-16 09:01:23,2324.526
205301700,2021:3:16:9:1:23,3,11.3833126,47.3122358,2324535,0,7.25,2021-03-16 09:01:23,2324.535
205301800,2021:3:16:9:1:23,3,11.3833128,47.3122357,2324536,0,7.25,2021-03-16 09:01:23,2324.536
205301900,2021:3:16:9:1:23,3,11.3833128,47.3122352,2324573,0,7.25,2021-03-16 09:01:23,2324.573
205302000,2021:3:16:9:1:24,3,11.3833131,47.312235,2324581,0,7.25,2021-03-16 09:01:24,2324.581
205302100,2021:3:16:9:1:24,3,11.3833133,47.3122349,2324568,0,7.25,2021-03-16 09:01:24,2324.568
205302200,2021:3:16:9:1:24,3,11.3833132,47.3122347,2324596,0,7.25,2021-03-16 09:01:24,2324.596
205302300,2021:3:16:9:1:24,3,11.3833134,47.3122346,2324572,0,7.31,2021-03-16 09:01:24,2324.572
205302400,2021:3:16:9:1:24,3,11.3833134,47.3122342,2324597,0,7.31,2021-03-16 09:01:24,2324.597
205302500,2021:3:16:9:1:24,3,11.3833137,47.3122341,2324602,1,7.31,2021-03-16 09:01:24,2324.602
205302600,2021:3:16:9:1:24,3,11.3833138,47.3122337,2324635,1,7.31,2021-03-16 09:01:24,2324.635
205302700,2021:3:16:9:1:24,3,11.3833139,47.3122334,2324647,1,7.31,2021-03-16 09:01:24,2324.647
205302800,2021:3:16:9:1:24,3,11.383314,47.3122332,2324629,1,7.31,2021-03-16 09:01:24,2324.629
205302900,2021:3:16:9:1:24,3,11.383314,47.3122331,2324647,1,7.31,2021-03-16 09:01:24,2324.647
205303000,2021:3:16:9:1:25,3,11.3833139,47.312233,2324629,1,7.31,2021-03-16 09:01:25,2324.629
205303100,2021:3:16:9:1:25,3,11.3833141,47.3122326,2324665,1,7.31,2021-03-16 09:01:25,2324.665
205303200,2021:3:16:9:1:25,3,11.3833143,47.3122323,2324682,1,7.31,2021-03-16 09:01:25,2324.682
205303300,2021:3:16:9:1:25,3,11.3833143,47.3122322,2324678,1,7.31,2021-03-16 09:01:25,2324.678
205303400,2021:3:16:9:1:25,3,11.3833143,47.312232,2324682,1,7.31,2021-03-16 09:01:25,2324.682
205303500,2021:3:16:9:1:25,3,11.3833142,47.3122321,2324666,0,7.31,2021-03-16 09:01:25,2324.666
205303600,2021:3:16:9:1:25,3,11.3833144,47.312232,2324662,0,7.31,2021-03-16 09:01:25,2324.662
205303700,2021:3:16:9:1:25,3,11.3833144,47.3122319,2324661,0,7.31,2021-03-16 09:01:25,2324.661
205303800,2021:3:16:9:1:25,3,11.3833144,47.3122317,2324674,0,7.31,2021-03-16 09:01:25,2324.674
205303900,2021:3:16:9:1:25,3,11.3833146,47.3122313,2324677,0,7.31,2021-03-16 09:01:25,2324.677
205304000,2021:3:16:9:1:26,3,11.3833149,47.3122309,2324695,0,7.31,2021-03-16 09:01:26,2324.695
205304100,2021:3:16:9:1:26,3,11.3833151,47.3122306,2324737,0,7.31,2021-03-16 09:01:26,2324.737
205304200,2021:3:16:9:1:26,3,11.3833151,47.3122302,2324748,0,7.31,2021-03-16 09:01:26,2324.748
205304300,2021:3:16:9:1:26,3,11.3833151,47.3122298,2324753,0,7.31,2021-03-16 09:01:26,2324.753
205304400,2021:3:16:9:1:26,3,11.3833151,47.3122297,2324755,0,7.31,2021-03-16 09:01:26,2324.755
205304500,2021:3:16:9:1:26,3,11.3833152,47.3122296,2324773,1,7.31,2021-03-16 09:01:26,2324.773
205304600,2021:3:16:9:1:26,3,11.383315,47.3122298,2324736,1,7.31,2021-03-16 09:01:26,2324.736
205304700,2021:3:16:9:1:26,3,11.3833148,47.3122298,2324727,1,7.31,2021-03-16 09:01:26,2324.727
205304800,2021:3:16:9:1:26,3,11.3833146,47.3122301,2324687,1,7.31,2021-03-16 09:01:26,2324.687
205304900,2021:3:16:9:1:26,3,11.3833145,47.3122302,2324674,1,7.31,2021-03-16 09:01:26,2324.674
205305000,2021:3:16:9:1:27,3,11.3833144,47.3122302,2324661,1,7.31,2021-03-16 09:01:27,2324.661
205305100,2021:3:16:9:1:27,3,11.3833144,47.3122301,2324674,1,7.31,2021-03-16 09:01:27,2324.674
205305200,2021:3:16:9:1:27,3,11.3833145,47.3122298,2324673,1,7.31,2021-03-16 09:01:27,2324.673
205305300,2021:3:16:9:1:27,3,11.3833142,47.3122298,2324663,1,7.25,2021-03-16 09:01:27,2324.663
205305400,2021:3:16:9:1:27,3,11.3833141,47.3122301,2324639,1,7.25,2021-03-16 09:01:27,2324.639
205305500,2021:3:16:9:1:27,3,11.383314,47.3122301,2324621,0,7.25,2021-03-16 09:01:27,2324.621
205305600,2021:3:16:9:1:27,3,11.3833136,47.3122305,2324595,0,7.25,2021-03-16 09:01:27,2324.595
205305700,2021:3:16:9:1:27,3,11.3833136,47.3122304,2324598,0,7.25,2021-03-16 09:01:27,2324.598
205305800,2021:3:16:9:1:27,3,11.3833133,47.3122304,2324607,0,7.25,2021-03-16 09:01:27,2324.607
205305900,2021:3:16:9:1:27,3,11.3833129,47.3122304,2324668,0,7.25,2021-03-16 09:01:27,2324.668
205306000,2021:3:16:9:1:28,3,11.383313,47.3122303,2324636,0,7.31,2021-03-16 09:01:28,2324.636
205306100,2021:3:16:9:1:28,3,11.383313,47.3122304,2324630,0,7.31,2021-03-16 09:01:28,2324.63
205306200,2021:3:16:9:1:28,3,11.3833129,47.31223,2324667,0,7.31,2021-03-16 09:01:28,2324.667
205306300,2021:3:16:9:1:28,3,11.383313,47.3122297,2324683,0,7.31,2021-03-16 09:01:28,2324.683
205306400,2021:3:16:9:1:28,3,11.383313,47.3122296,2324704,0,7.31,2021-03-16 09:01:28,2324.704
205306500,2021:3:16:9:1:28,3,11.3833127,47.3122295,2324757,1,7.31,2021-03-16 09:01:28,2324.757
205306600,2021:3:16:9:1:28,3,11.383313,47.3122294,2324753,1,7.31,2021-03-16 09:01:28,2324.753
205306700,2021:3:16:9:1:28,3,11.383313,47.3122292,2324777,1,7.31,2021-03-16 09:01:28,2324.777
205306800,2021:3:16:9:1:28,3,11.3833126,47.3122298,2324795,1,7.25,2021-03-16 09:01:28,2324.795
205306900,2021:3:16:9:1:28,3,11.3833128,47.3122301,2324858,1,7.25,2021-03-16 09:01:28,2324.858
205307000,2021:3:16:9:1:29,3,11.3833129,47.3122308,2324890,1,7.25,2021-03-16 09:01:29,2324.89
205307100,2021:3:16:9:1:29,3,11.3833121,47.3122306,2324990,1,7.25,2021-03-16 09:01:29,2324.99
205307200,2021:3:16:9:1:29,3,11.3833118,47.3122306,2324980,1,7.25,2021-03-16 09:01:29,2324.98
205307300,2021:3:16:9:1:29,3,11.3833123,47.3122304,2324950,1,7.25,2021-03-16 09:01:29,2324.95
205307400,2021:3:16:9:1:29,3,11.3833125,47.3122303,2324982,1,7.25,2021-03-16 09:01:29,2324.982
205307500,2021:3:16:9:1:29,3,11.3833124,47.3122301,2324998,0,7.25,2021-03-16 09:01:29,2324.998
205307600,2021:3:16:9:1:29,3,11.3833126,47.3122297,2325017,0,7.31,2021-03-16 09:01:29,2325.017
205307700,2021:3:16:9:1:29,3,11.3833125,47.3122296,2325037,0,7.31,2021-03-16 09:01:29,2325.037
205307800,2021:3:16:9:1:29,3,11.3833124,47.3122295,2325050,0,7.31,2021-03-16 09:01:29,2325.05
205307900,2021:3:16:9:1:29,3,11.3833128,47.3122289,2325007,0,7.31,2021-03-16 09:01:29,2325.007
