#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],sync signal [ms],Temp [°C]#,GNSS Time [UTC],height[m]
114723300,2021:3:15:7:51:45,3,11.3824488,47.3107143,2220996,0,8.25,2021-03-15 07:51:45,2220.996
114723400,2021:3:15:7:51:45,3,11.3824436,47.3107047,2220190,0,8.25,2021-03-15 07:51:45,2220.19
114723500,2021:3:15:7:51:45,3,11.382439,47.3106946,2219593,0,8.25,2021-03-15 07:51:45,2219.593
114723600,2021:3:15:7:51:45,3,11.3824338,47.3106845,2218846,0,8.25,2021-03-15 07:51:45,2218.846
114723700,2021:3:15:7:51:45,3,11.3824278,47.3106757,2217848,0,8.25,2021-03-15 07:51:45,2217.848
114723800,2021:3:15:7:51:45,3,11.3824229,47.3106661,2217155,0,8.25,2021-03-15 07:51:45,2217.155
114723900,2021:3:15:7:51:45,3,11.3824185,47.3106556,2216424,0,8.25,2021-03-15 07:51:45,2216.424
114724000,2021:3:15:7:51:46,3,11.3824126,47.3106462,2215533,0,8.25,2021-03-15 07:51:46,2215.533
114724100,2021:3:15:7:51:46,3,11.3824074,47.310637,2214609,0,8.25,2021-03-15 07:51:46,2214.609
114724200,2021:3:15:7:51:46,3,11.3824011,47.3106276,2213716,1,8.25,2021-03-15 07:51:46,2213.716
114724300,2021:3:15:7:51:46,3,11.3823955,47.3106185,2212866,1,8.25,2021-03-15 07:51:46,2212.866
114724400,2021:3:15:7:51:46,3,11.3823908,47.3106094,2212073,1,8.25,2021-03-15 07:51:46,2212.073
114724500,2021:3:15:7:51:46,3,11.3823866,47.3106002,2211134,1,8.25,2021-03-15 07:51:46,2211.134
114724600,2021:3:15:7:51:46,3,11.3823813,47.3105914,2210145,1,8.25,2021-03-15 07:51:46,2210.145
114724700,2021:3:15:7:51:46,3,11.3823758,47.3105819,2209370,1,8.25,2021-03-15 07:51:46,2209.37
114724800,2021:3:15:7:51:46,3,11.3823702,47.3105726,2208581,1,8.25,2021-03-15 07:51:46,2208.581
114724900,2021:3:15:7:51:46,3,11.3823652,47.3105644,2207464,1,8.25,2021-03-15 07:51:46,2207.464
114725000,2021:3:15:7:51:47,3,11.3823605,47.3105544,2206746,1,8.25,2021-03-15 07:51:47,2206.746
114725100,2021:3:15:7:51:47,3,11.3823547,47.3105445,2206027,1,8.25,2021-03-15 07:51:47,2206.027
114725200,2021:3:15:7:51:47,3,11.3823502,47.310535,2205378,0,8.25,2021-03-15 07:51:47,2205.378
114725300,2021:3:15:7:51:47,3,11.3823461,47.310526,2204560,0,8.25,2021-03-15 07:51:47,2204.56
114725400,2021:3:15:7:51:47,3,11.3823405,47.3105164,2203682,0,8.25,2021-03-15 07:51:47,2203.682
114725500,2021:3:15:7:51:47,3,11.3823353,47.3105069,2202936,0,8.25,2021-03-15 07:51:47,2202.936
114725600,2021:3:15:7:51:47,3,11.3823305,47.3104966,2202465,0,8.25,2021-03-15 07:51:47,2202.465
114725700,2021:3:15:7:51:47,3,11.3823272,47.3104879,2201728,0,8.25,2021-03-15 07:51:47,2201.728
114725800,2021:3:15:7:51:47,3,11.3823231,47.3104782,2201071,0,8.25,2021-03-15 07:51:47,2201.071
114725900,2021:3:15:7:51:47,3,11.3823187,47.3104689,2200395,0,8.25,2021-03-15 07:51:47,2200.395
114726000,2021:3:15:7:51:48,3,11.3823138,47.31046,2199612,0,8.25,2021-03-15 07:51:48,2199.612
114726100,2021:3:15:7:51:48,3,11.3823106,47.3104512,2198769,0,8.19,2021-03-15 07:51:48,2198.769
114726200,2021:3:15:7:51:48,3,11.3823072,47.3104425,2197861,1,8.19,2021-03-15 07:51:48,2197.861
114726300,2021:3:15:7:51:48,3,11.3823031,47.3104328,2197175,1,8.19,2021-03-15 07:51:48,2197.175
114726400,2021:3:15:7:51:48,3,11.3822985,47.3104246,2196164,1,8.19,2021-03-15 07:51:48,2196.164
114726500,2021:3:15:7:51:48,3,11.3822939,47.3104153,2195456,1,8.19,2021-03-15 07:51:48,2195.456
114726600,2021:3:15:7:51:48,3,11.3822891,47.3104061,2194628,1,8.19,2021-03-15 07:51:48,2194.628
114726700,2021:3:15:7:51:48,3,11.3822837,47.3103977,2193689,1,8.19,2021-03-15 07:51:48,2193.689
114726800,2021:3:15:7:51:48,3,11.3822793,47.3103886,2192923,1,8.19,2021-03-15 07:51:48,2192.923
114726900,2021:3:15:7:51:48,3,11.3822739,47.3103789,2192357,1,8.25,2021-03-15 07:51:48,2192.357
114727000,2021:3:15:7:51:49,3,11.3822703,47.3103703,2191623,1,8.25,2021-03-15 07:51:49,2191.623
114727100,2021:3:15:7:51:49,3,11.3822657,47.3103611,2190949,1,8.25,2021-03-15 07:51:49,2190.949
114727200,2021:3:15:7:51:49,3,11.3822611,47.3103519,2190178,0,8.25,2021-03-15 07:51:49,2190.178
114727300,2021:3:15:7:51:49,3,11.3822564,47.3103431,2189454,0,8.25,2021-03-15 07:51:49,2189.454
114727400,2021:3:15:7:51:49,3,11.3822533,47.3103337,2188692,0,8.25,2021-03-15 07:51:49,2188.692
114727500,2021:3:15:7:51:49,3,11.3822511,47.3103244,2187887,0,8.25,2021-03-15 07:51:49,2187.887
114727600,2021:3:15:7:51:49,3,11.3822484,47.3103158,2187167,0,8.19,2021-03-15 07:51:49,2187.167
114727700,2021:3:15:7:51:49,3,11.3822456,47.3103066,2186455,0,8.19,2021-03-15 07:51:49,2186.455
114727800,2021:3:15:7:51:49,3,11.382242,47.3102968,2185693,0,8.19,2021-03-15 07:51:49,2185.693
114727900,2021:3:15:7:51:49,3,11.3822394,47.3102866,2184890,0,8.19,2021-03-15 07:51:49,2184.89
114728000,2021:3:15:7:51:50,3,11.3822367,47.3102771,2184173,0,8.19,2021-03-15 07:51:50,2184.173
114728100,2021:3:15:7:51:50,3,11.3822364,47.310267,2183753,0,8.19,2021-03-15 07:51:50,2183.753
114728200,2021:3:15:7:51:50,3,11.3822362,47.3102581,2183221,1,8.19,2021-03-15 07:51:50,2183.221
114728300,2021:3:15:7:51:50,3,11.3822353,47.3102496,2182356,1,8.19,2021-03-15 07:51:50,2182.356
114728400,2021:3:15:7:51:50,3,11.3822346,47.3102435,2181379,1,8.19,2021-03-15 07:51:50,2181.379
114728500,2021:3:15:7:51:50,3,11.382232,47.310234,2180769,1,8.19,2021-03-15 07:51:50,2180.769
114728600,2021:3:15:7:51:50,3,11.3822289,47.3102252,2179981,1,8.19,2021-03-15 07:51:50,2179.981
114728700,2021:3:15:7:51:50,3,11.3822267,47.3102165,2179450,1,8.19,2021-03-15 07:51:50,2179.45
114728800,2021:3:15:7:51:50,3,11.382225,47.3102077,2178848,1,8.19,2021-03-15 07:51:50,2178.848
114728900,2021:3:15:7:51:50,3,11.3822246,47.3101988,2178276,1,8.19,2021-03-15 07:51:50,2178.276
114729000,2021:3:15:7:51:51,3,11.3822235,47.3101904,2177692,1,8.19,2021-03-15 07:51:51,2177.692
114729100,2021:3:15:7:51:51,3,11.3822221,47.3101815,2176853,1,8.19,2021-03-15 07:51:51,2176.853
114729200,2021:3:15:7:51:51,3,11.3822206,47.3101743,2175809,0,8.19,2021-03-15 07:51:51,2175.809
114729300,2021:3:15:7:51:51,3,11.3822186,47.310166,2175069,0,8.19,2021-03-15 07:51:51,2175.069
114729400,2021:3:15:7:51:51,3,11.3822165,47.310158,2174380,0,8.19,2021-03-15 07:51:51,2174.38
114729500,2021:3:15:7:51:51,3,11.3822145,47.3101495,2173660,0,8.19,2021-03-15 07:51:51,2173.66
114729600,2021:3:15:7:51:51,3,11.3822128,47.310141,2173053,0,8.19,2021-03-15 07:51:51,2173.053
114729700,2021:3:15:7:51:51,3,11.3822112,47.3101336,2172291,0,8.19,2021-03-15 07:51:51,2172.291
114729800,2021:3:15:7:51:51,3,11.3822095,47.310126,2171490,0,8.19,2021-03-15 07:51:51,2171.49
114729900,2021:3:15:7:51:51,3,11.3822075,47.3101177,2170989,0,8.19,2021-03-15 07:51:51,2170.989
114730000,2021:3:15:7:51:52,3,11.3822063,47.3101096,2170305,0,8.19,2021-03-15 07:51:52,2170.305
114730100,2021:3:15:7:51:52,3,11.3822043,47.3101018,2169572,0,8.19,2021-03-15 07:51:52,2169.572
114730200,2021:3:15:7:51:52,3,11.3822022,47.3100935,2168968,1,8.19,2021-03-15 07:51:52,2168.968
114730300,2021:3:15:7:51:52,3,11.3822003,47.3100853,2168413,1,8.19,2021-03-15 07:51:52,2168.413
114730400,2021:3:15:7:51:52,3,11.3821988,47.3100775,2167742,1,8.19,2021-03-15 07:51:52,2167.742
114730500,2021:3:15:7:51:52,3,11.3821976,47.3100695,2166929,1,8.19,2021-03-15 07:51:52,2166.929
114730600,2021:3:15:7:51:52,3,11.3821946,47.3100619,2166356,1,8.19,2021-03-15 07:51:52,2166.356
114730700,2021:3:15:7:51:52,3,11.3821923,47.3100533,2165765,1,8.19,2021-03-15 07:51:52,2165.765
114730800,2021:3:15:7:51:52,3,11.3821896,47.310045,2165303,1,8.19,2021-03-15 07:51:52,2165.303
114730900,2021:3:15:7:51:52,3,11.3821871,47.3100361,2165007,1,8.19,2021-03-15 07:51:52,2165.007
114731000,2021:3:15:7:51:53,3,11.3821861,47.3100285,2164402,1,8.19,2021-03-15 07:51:53,2164.402
114731100,2021:3:15:7:51:53,3,11.3821848,47.3100212,2163586,1,8.19,2021-03-15 07:51:53,2163.586
114731200,2021:3:15:7:51:53,3,11.3821837,47.3100131,2162974,0,8.19,2021-03-15 07:51:53,2162.974
114731300,2021:3:15:7:51:53,3,11.3821827,47.310005,2162121,0,8.19,2021-03-15 07:51:53,2162.121
114731400,2021:3:15:7:51:53,3,11.3821819,47.3099962,2161544,0,8.19,2021-03-15 07:51:53,2161.544
114731500,2021:3:15:7:51:53,3,11.3821817,47.3099869,2161211,0,8.19,2021-03-15 07:51:53,2161.211
114731600,2021:3:15:7:51:53,3,11.3821801,47.3099795,2160345,0,8.19,2021-03-15 07:51:53,2160.345
114731700,2021:3:15:7:51:53,3,11.3821789,47.3099722,2159487,0,8.19,2021-03-15 07:51:53,2159.487
114731800,2021:3:15:7:51:53,3,11.3821775,47.3099639,2159194,0,8.19,2021-03-15 07:51:53,2159.194
114731900,2021:3:15:7:51:53,3,11.3821757,47.3099562,2158641,0,8.19,2021-03-15 07:51:53,2158.641
114732000,2021:3:15:7:51:54,3,11.3821742,47.3099495,2157843,0,8.19,2021-03-15 07:51:54,2157.843
114732100,2021:3:15:7:51:54,3,11.3821723,47.3099429,2157248,0,8.13,2021-03-15 07:51:54,2157.248
114732200,2021:3:15:7:51:54,3,11.3821717,47.3099358,2156737,1,8.13,2021-03-15 07:51:54,2156.737
114732300,2021:3:15:7:51:54,3,11.3821714,47.3099285,2156249,1,8.13,2021-03-15 07:51:54,2156.249
114732400,2021:3:15:7:51:54,3,11.3821713,47.3099222,2155633,1,8.13,2021-03-15 07:51:54,2155.633
114732500,2021:3:15:7:51:54,3,11.3821718,47.3099152,2155125,1,8.13,2021-03-15 07:51:54,2155.125
114732600,2021:3:15:7:51:54,3,11.3821705,47.3099091,2154455,1,8.13,2021-03-15 07:51:54,2154.455
114732700,2021:3:15:7:51:54,3,11.3821691,47.3099026,2153734,1,8.13,2021-03-15 07:51:54,2153.734
114732800,2021:3:15:7:51:54,3,11.382167,47.3098957,2153166,1,8.13,2021-03-15 07:51:54,2153.166
114732900,2021:3:15:7:51:54,3,11.382165,47.3098885,2152609,1,8.13,2021-03-15 07:51:54,2152.609
114733000,2021:3:15:7:51:55,3,11.3821643,47.3098823,2152137,1,8.13,2021-03-15 07:51:55,2152.137
114733100,2021:3:15:7:51:55,3,11.382163,47.3098757,2151556,1,8.13,2021-03-15 07:51:55,2151.556
114733200,2021:3:15:7:51:55,3,11.3821623,47.3098692,2151018,0,8.13,2021-03-15 07:51:55,2151.018
114733300,2021:3:15:7:51:55,3,11.3821613,47.3098625,2150469,0,8.13,2021-03-15 07:51:55,2150.469
114733400,2021:3:15:7:51:55,3,11.3821601,47.3098558,2149844,0,8.13,2021-03-15 07:51:55,2149.844
114733500,2021:3:15:7:51:55,3,11.3821595,47.3098496,2149227,0,8.13,2021-03-15 07:51:55,2149.227
114733600,2021:3:15:7:51:55,3,11.3821586,47.3098428,2148808,0,8.13,2021-03-15 07:51:55,2148.808
114733700,2021:3:15:7:51:55,3,11.3821581,47.3098368,2148120,0,8.13,2021-03-15 07:51:55,2148.12
114733800,2021:3:15:7:51:55,3,11.3821573,47.3098305,2147436,0,8.13,2021-03-15 07:51:55,2147.436
114733900,2021:3:15:7:51:55,3,11.3821561,47.3098239,2146931,0,8.13,2021-03-15 07:51:55,2146.931
114734000,2021:3:15:7:51:56,3,11.3821554,47.309818,2146261,0,8.13,2021-03-15 07:51:56,2146.261
114734100,2021:3:15:7:51:56,3,11.3821547,47.3098123,2145467,0,8.13,2021-03-15 07:51:56,2145.467
114734200,2021:3:15:7:51:56,3,11.3821536,47.3098056,2144851,1,8.13,2021-03-15 07:51:56,2144.851
114734300,2021:3:15:7:51:56,3,11.3821531,47.3097988,2144393,1,8.13,2021-03-15 07:51:56,2144.393
114734400,2021:3:15:7:51:56,3,11.3821526,47.3097928,2143566,1,8.13,2021-03-15 07:51:56,2143.566
114734500,2021:3:15:7:51:56,3,11.3821513,47.3097859,2143094,1,8.13,2021-03-15 07:51:56,2143.094
114734600,2021:3:15:7:51:56,3,11.3821515,47.3097796,2142562,1,8.13,2021-03-15 07:51:56,2142.562
114734700,2021:3:15:7:51:56,3,11.3821521,47.3097732,2141844,1,8.13,2021-03-15 07:51:56,2141.844
114734800,2021:3:15:7:51:56,3,11.3821524,47.309767,2141291,1,8.13,2021-03-15 07:51:56,2141.291
114734900,2021:3:15:7:51:56,3,11.3821524,47.3097604,2140973,1,8.13,2021-03-15 07:51:56,2140.973
114735000,2021:3:15:7:51:57,3,11.3821525,47.3097543,2140560,1,8.13,2021-03-15 07:51:57,2140.56
114735100,2021:3:15:7:51:57,3,11.3821519,47.3097491,2139967,0,8.13,2021-03-15 07:51:57,2139.967
114735200,2021:3:15:7:51:57,3,11.3821512,47.309743,2139392,0,8.13,2021-03-15 07:51:57,2139.392
114735300,2021:3:15:7:51:57,3,11.3821508,47.3097376,2138802,0,8.13,2021-03-15 07:51:57,2138.802
114735400,2021:3:15:7:51:57,3,11.3821505,47.3097317,2138250,0,8.13,2021-03-15 07:51:57,2138.25
114735500,2021:3:15:7:51:57,3,11.3821499,47.3097264,2137259,0,8.13,2021-03-15 07:51:57,2137.259
114735600,2021:3:15:7:51:57,3,11.3821496,47.3097209,2136518,0,8.13,2021-03-15 07:51:57,2136.518
114735700,2021:3:15:7:51:57,3,11.3821483,47.3097153,2135820,0,8.13,2021-03-15 07:51:57,2135.82
114735800,2021:3:15:7:51:57,3,11.3821471,47.3097085,2135431,0,8.13,2021-03-15 07:51:57,2135.431
114735900,2021:3:15:7:51:57,3,11.3821461,47.3097025,2134954,0,8.06,2021-03-15 07:51:57,2134.954
114736000,2021:3:15:7:51:58,3,11.3821465,47.3096963,2134680,0,8.06,2021-03-15 07:51:58,2134.68
114736100,2021:3:15:7:51:58,3,11.3821455,47.309692,2133983,0,8.06,2021-03-15 07:51:58,2133.983
114736200,2021:3:15:7:51:58,3,11.3821446,47.3096868,2133511,1,8.06,2021-03-15 07:51:58,2133.511
114736300,2021:3:15:7:51:58,3,11.382144,47.3096807,2133344,1,8.06,2021-03-15 07:51:58,2133.344
114736400,2021:3:15:7:51:58,3,11.382143,47.3096754,2132874,1,8.06,2021-03-15 07:51:58,2132.874
114736500,2021:3:15:7:51:58,3,11.3821415,47.3096696,2132586,1,8.06,2021-03-15 07:51:58,2132.586
114736600,2021:3:15:7:51:58,3,11.3821419,47.3096648,2131980,1,8.06,2021-03-15 07:51:58,2131.98
114736700,2021:3:15:7:51:58,3,11.3821428,47.3096597,2131467,1,8.06,2021-03-15 07:51:58,2131.467
114736800,2021:3:15:7:51:58,3,11.3821434,47.3096552,2131041,1,8.06,2021-03-15 07:51:58,2131.041
114736900,2021:3:15:7:51:58,3,11.3821444,47.3096504,2130537,1,8.06,2021-03-15 07:51:58,2130.537
114737000,2021:3:15:7:51:59,3,11.3821446,47.3096454,2130103,1,8.06,2021-03-15 07:51:59,2130.103
114737100,2021:3:15:7:51:59,3,11.3821444,47.3096416,2129354,1,8.06,2021-03-15 07:51:59,2129.354
114737200,2021:3:15:7:51:59,3,11.382145,47.3096375,2128755,0,8.06,2021-03-15 07:51:59,2128.755
114737300,2021:3:15:7:51:59,3,11.3821465,47.3096329,2128087,0,8.06,2021-03-15 07:51:59,2128.087
114737400,2021:3:15:7:51:59,3,11.3821478,47.309629,2127270,0,8.06,2021-03-15 07:51:59,2127.27
114737500,2021:3:15:7:51:59,3,11.3821491,47.3096243,2126563,0,8.06,2021-03-15 07:51:59,2126.563
114737600,2021:3:15:7:51:59,3,11.3821501,47.3096198,2125956,0,8.06,2021-03-15 07:51:59,2125.956
114737700,2021:3:15:7:51:59,3,11.382152,47.3096138,2125585,0,8.06,2021-03-15 07:51:59,2125.585
114737800,2021:3:15:7:51:59,3,11.3821525,47.3096087,2125049,0,8.06,2021-03-15 07:51:59,2125.049
114737900,2021:3:15:7:51:59,3,11.382154,47.3096035,2124544,0,8.06,2021-03-15 07:51:59,2124.544
114738000,2021:3:15:7:52:0,3,11.3821545,47.3095986,2124183,0,8.06,2021-03-15 07:52:00,2124.183
114738100,2021:3:15:7:52:0,3,11.3821546,47.3095943,2123610,1,8.06,2021-03-15 07:52:00,2123.61
114738200,2021:3:15:7:52:0,3,11.3821539,47.3095898,2122985,1,8.06,2021-03-15 07:52:00,2122.985
114738300,2021:3:15:7:52:0,3,11.3821537,47.3095851,2122015,1,8.06,2021-03-15 07:52:00,2122.015
114738400,2021:3:15:7:52:0,3,11.3821525,47.309581,2121734,1,8.06,2021-03-15 07:52:00,2121.734
114738500,2021:3:15:7:52:0,3,11.3821505,47.309576,2121438,1,8.06,2021-03-15 07:52:00,2121.438
114738600,2021:3:15:7:52:0,3,11.3821498,47.3095717,2120915,1,8.06,2021-03-15 07:52:00,2120.915
114738700,2021:3:15:7:52:0,3,11.3821492,47.3095678,2120333,1,8.06,2021-03-15 07:52:00,2120.333
114738800,2021:3:15:7:52:0,3,11.3821484,47.3095645,2119962,1,8.06,2021-03-15 07:52:00,2119.962
114738900,2021:3:15:7:52:0,3,11.382147,47.3095615,2119539,1,8.06,2021-03-15 07:52:00,2119.539
114739000,2021:3:15:7:52:1,3,11.3821466,47.309558,2119078,1,8.06,2021-03-15 07:52:01,2119.078
114739100,2021:3:15:7:52:1,3,11.3821468,47.3095552,2118842,1,8.06,2021-03-15 07:52:01,2118.842
114739200,2021:3:15:7:52:1,3,11.3821453,47.3095527,2118325,0,8.06,2021-03-15 07:52:01,2118.325
114739300,2021:3:15:7:52:1,3,11.3821447,47.3095487,2118214,0,8.06,2021-03-15 07:52:01,2118.214
114739400,2021:3:15:7:52:1,3,11.3821442,47.3095461,2117771,0,8.06,2021-03-15 07:52:01,2117.771
114739500,2021:3:15:7:52:1,3,11.3821436,47.3095429,2117516,0,8.06,2021-03-15 07:52:01,2117.516
114739600,2021:3:15:7:52:1,3,11.3821436,47.3095399,2117136,0,8.06,2021-03-15 07:52:01,2117.136
114739700,2021:3:15:7:52:1,3,11.3821436,47.3095364,2116828,0,8.06,2021-03-15 07:52:01,2116.828
114739800,2021:3:15:7:52:1,3,11.3821443,47.3095321,2116741,0,8.06,2021-03-15 07:52:01,2116.741
114739900,2021:3:15:7:52:1,3,11.3821452,47.3095284,2116638,0,8.06,2021-03-15 07:52:01,2116.638
114740000,2021:3:15:7:52:2,3,11.3821453,47.309526,2116213,0,8.06,2021-03-15 07:52:02,2116.213
114740100,2021:3:15:7:52:2,3,11.3821454,47.3095235,2115791,0,8.06,2021-03-15 07:52:02,2115.791
114740200,2021:3:15:7:52:2,3,11.3821455,47.3095207,2115743,1,8.06,2021-03-15 07:52:02,2115.743
114740300,2021:3:15:7:52:2,3,11.3821462,47.3095181,2115683,1,8.06,2021-03-15 07:52:02,2115.683
114740400,2021:3:15:7:52:2,3,11.3821476,47.3095158,2115426,1,8.0,2021-03-15 07:52:02,2115.426
114740500,2021:3:15:7:52:2,3,11.3821492,47.3095138,2115390,1,8.0,2021-03-15 07:52:02,2115.39
114740600,2021:3:15:7:52:2,3,11.3821507,47.3095111,2115059,1,8.0,2021-03-15 07:52:02,2115.059
114740700,2021:3:15:7:52:2,3,11.3821517,47.30951,2114765,1,8.0,2021-03-15 07:52:02,2114.765
114740800,2021:3:15:7:52:2,3,11.3821515,47.3095071,2114581,1,8.0,2021-03-15 07:52:02,2114.581
114740900,2021:3:15:7:52:2,3,11.3821531,47.3095046,2114240,1,8.0,2021-03-15 07:52:02,2114.24
114741000,2021:3:15:7:52:3,3,11.3821535,47.3095016,2114069,1,8.0,2021-03-15 07:52:03,2114.069
114741100,2021:3:15:7:52:3,3,11.3821555,47.3094979,2113789,1,8.0,2021-03-15 07:52:03,2113.789
114741200,2021:3:15:7:52:3,3,11.3821568,47.3094955,2113420,0,8.0,2021-03-15 07:52:03,2113.42
114741300,2021:3:15:7:52:3,3,11.3821576,47.3094908,2113229,0,8.0,2021-03-15 07:52:03,2113.229
114741400,2021:3:15:7:52:3,3,11.3821584,47.3094875,2112963,0,8.0,2021-03-15 07:52:03,2112.963
114741500,2021:3:15:7:52:3,3,11.3821589,47.309485,2112712,0,8.0,2021-03-15 07:52:03,2112.712
114741600,2021:3:15:7:52:3,3,11.3821588,47.309482,2112497,0,8.0,2021-03-15 07:52:03,2112.497
114741700,2021:3:15:7:52:3,3,11.3821575,47.3094789,2112454,0,8.0,2021-03-15 07:52:03,2112.454
114741800,2021:3:15:7:52:3,3,11.3821576,47.3094778,2112343,0,8.0,2021-03-15 07:52:03,2112.343
114741900,2021:3:15:7:52:3,3,11.382157,47.3094759,2112095,0,8.0,2021-03-15 07:52:03,2112.095
114742000,2021:3:15:7:52:4,3,11.3821564,47.3094738,2111845,0,8.0,2021-03-15 07:52:04,2111.845
114742100,2021:3:15:7:52:4,3,11.3821558,47.3094712,2111823,0,8.0,2021-03-15 07:52:04,2111.823
114742200,2021:3:15:7:52:4,3,11.3821561,47.3094696,2111721,1,8.0,2021-03-15 07:52:04,2111.721
114742300,2021:3:15:7:52:4,3,11.3821564,47.3094684,2111563,1,8.0,2021-03-15 07:52:04,2111.563
114742400,2021:3:15:7:52:4,3,11.382157,47.3094665,2111557,1,8.0,2021-03-15 07:52:04,2111.557
114742500,2021:3:15:7:52:4,3,11.3821568,47.3094642,2111379,1,8.0,2021-03-15 07:52:04,2111.379
114742600,2021:3:15:7:52:4,3,11.382157,47.3094629,2111205,1,8.0,2021-03-15 07:52:04,2111.205
114742700,2021:3:15:7:52:4,3,11.382158,47.3094612,2111093,1,7.94,2021-03-15 07:52:04,2111.093
114742800,2021:3:15:7:52:4,3,11.3821582,47.3094599,2110983,1,7.94,2021-03-15 07:52:04,2110.983
114742900,2021:3:15:7:52:4,3,11.3821582,47.3094579,2110926,1,7.94,2021-03-15 07:52:04,2110.926
114743000,2021:3:15:7:52:5,3,11.3821588,47.3094566,2110745,1,7.94,2021-03-15 07:52:05,2110.745
114743100,2021:3:15:7:52:5,3,11.3821587,47.3094545,2110776,1,7.94,2021-03-15 07:52:05,2110.776
114743200,2021:3:15:7:52:5,3,11.3821584,47.3094537,2110591,0,7.94,2021-03-15 07:52:05,2110.591
114743300,2021:3:15:7:52:5,3,11.3821588,47.309452,2110583,0,7.94,2021-03-15 07:52:05,2110.583
114743400,2021:3:15:7:52:5,3,11.3821589,47.3094505,2110506,0,7.94,2021-03-15 07:52:05,2110.506
114743500,2021:3:15:7:52:5,3,11.3821591,47.3094491,2110452,0,7.94,2021-03-15 07:52:05,2110.452
114743600,2021:3:15:7:52:5,3,11.3821591,47.309448,2110326,0,7.94,2021-03-15 07:52:05,2110.326
114743700,2021:3:15:7:52:5,3,11.3821592,47.3094473,2110225,0,7.94,2021-03-15 07:52:05,2110.225
114743800,2021:3:15:7:52:5,3,11.3821592,47.3094462,2110179,0,7.94,2021-03-15 07:52:05,2110.179
114743900,2021:3:15:7:52:5,3,11.3821594,47.309445,2110192,0,7.94,2021-03-15 07:52:05,2110.192
114744000,2021:3:15:7:52:6,3,11.3821594,47.3094448,2110058,0,7.94,2021-03-15 07:52:06,2110.058
114744100,2021:3:15:7:52:6,3,11.3821594,47.3094443,2109968,0,7.94,2021-03-15 07:52:06,2109.968
114744200,2021:3:15:7:52:6,3,11.3821591,47.3094439,2109894,1,7.94,2021-03-15 07:52:06,2109.894
114744300,2021:3:15:7:52:6,3,11.3821592,47.3094435,2109869,1,7.94,2021-03-15 07:52:06,2109.869
114744400,2021:3:15:7:52:6,3,11.3821594,47.3094432,2109767,1,7.94,2021-03-15 07:52:06,2109.767
114744500,2021:3:15:7:52:6,3,11.3821593,47.3094435,2109629,1,7.94,2021-03-15 07:52:06,2109.629
114744600,2021:3:15:7:52:6,3,11.3821592,47.3094435,2109593,1,7.94,2021-03-15 07:52:06,2109.593
114744700,2021:3:15:7:52:6,3,11.3821588,47.3094436,2109460,1,7.94,2021-03-15 07:52:06,2109.46
114744800,2021:3:15:7:52:6,3,11.3821589,47.3094435,2109361,1,7.94,2021-03-15 07:52:06,2109.361
114744900,2021:3:15:7:52:6,3,11.3821589,47.3094438,2109251,1,7.94,2021-03-15 07:52:06,2109.251
114745000,2021:3:15:7:52:7,3,11.3821584,47.309444,2109138,1,7.94,2021-03-15 07:52:07,2109.138
114745100,2021:3:15:7:52:7,3,11.3821585,47.3094445,2108955,1,7.94,2021-03-15 07:52:07,2108.955
114745200,2021:3:15:7:52:7,3,11.3821584,47.3094451,2108828,0,7.94,2021-03-15 07:52:07,2108.828
114745300,2021:3:15:7:52:7,3,11.3821586,47.3094456,2108711,0,7.94,2021-03-15 07:52:07,2108.711
114745400,2021:3:15:7:52:7,3,11.3821585,47.3094461,2108572,0,7.94,2021-03-15 07:52:07,2108.572
114745500,2021:3:15:7:52:7,3,11.3821588,47.3094464,2108494,0,7.94,2021-03-15 07:52:07,2108.494
114745600,2021:3:15:7:52:7,3,11.3821589,47.3094468,2108379,0,7.94,2021-03-15 07:52:07,2108.379
114745700,2021:3:15:7:52:7,3,11.3821589,47.3094473,2108284,0,7.94,2021-03-15 07:52:07,2108.284
114745800,2021:3:15:7:52:7,3,11.3821589,47.3094478,2108178,0,7.94,2021-03-15 07:52:07,2108.178
114745900,2021:3:15:7:52:7,3,11.3821588,47.3094483,2108046,0,7.94,2021-03-15 07:52:07,2108.046
114746000,2021:3:15:7:52:8,3,11.3821588,47.3094489,2107933,0,7.94,2021-03-15 07:52:08,2107.933
114746100,2021:3:15:7:52:8,3,11.3821588,47.3094492,2107854,0,7.94,2021-03-15 07:52:08,2107.854
114746200,2021:3:15:7:52:8,3,11.3821586,47.3094498,2107744,1,7.94,2021-03-15 07:52:08,2107.744
114746300,2021:3:15:7:52:8,3,11.3821584,47.3094505,2107627,1,7.94,2021-03-15 07:52:08,2107.627
114746400,2021:3:15:7:52:8,3,11.3821585,47.3094508,2107543,1,7.94,2021-03-15 07:52:08,2107.543
114746500,2021:3:15:7:52:8,3,11.3821585,47.3094514,2107453,1,7.94,2021-03-15 07:52:08,2107.453
114746600,2021:3:15:7:52:8,3,11.3821584,47.3094517,2107359,1,7.94,2021-03-15 07:52:08,2107.359
114746700,2021:3:15:7:52:8,3,11.382158,47.3094523,2107234,1,7.94,2021-03-15 07:52:08,2107.234
114746800,2021:3:15:7:52:8,3,11.3821581,47.3094527,2107160,1,7.94,2021-03-15 07:52:08,2107.16
