#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],sync signal [ms],Temp [°C]#,GNSS Time [UTC],height[m]
114794100,2021:3:15:7:52:56,3,11.3821417,47.3095035,2099108,0,8.06,2021-03-15 07:52:56,2099.108
114794200,2021:3:15:7:52:56,3,11.3821416,47.3095037,2099083,1,8.06,2021-03-15 07:52:56,2099.083
114794300,2021:3:15:7:52:56,3,11.3821417,47.3095038,2099090,1,8.06,2021-03-15 07:52:56,2099.09
114794400,2021:3:15:7:52:56,3,11.3821416,47.3095039,2099049,1,8.06,2021-03-15 07:52:56,2099.049
114794500,2021:3:15:7:52:56,3,11.3821418,47.3095038,2099061,1,8.0,2021-03-15 07:52:56,2099.061
114794600,2021:3:15:7:52:56,3,11.3821419,47.3095037,2099098,1,8.0,2021-03-15 07:52:56,2099.098
114794700,2021:3:15:7:52:56,3,11.3821418,47.3095039,2099060,1,8.0,2021-03-15 07:52:56,2099.06
114794800,2021:3:15:7:52:56,3,11.3821417,47.3095039,2099047,1,8.0,2021-03-15 07:52:56,2099.047
114794900,2021:3:15:7:52:56,3,11.3821418,47.3095042,2099010,1,8.0,2021-03-15 07:52:56,2099.01
114795000,2021:3:15:7:52:57,3,11.3821418,47.3095041,2099001,1,8.0,2021-03-15 07:52:57,2099.001
114795100,2021:3:15:7:52:57,3,11.3821418,47.3095042,2099005,1,8.0,2021-03-15 07:52:57,2099.005
114795200,2021:3:15:7:52:57,3,11.3821419,47.3095042,2099006,0,8.0,2021-03-15 07:52:57,2099.006
114795300,2021:3:15:7:52:57,3,11.3821418,47.3095043,2098972,0,8.0,2021-03-15 07:52:57,2098.972
114795400,2021:3:15:7:52:57,3,11.3821418,47.3095046,2098913,0,8.0,2021-03-15 07:52:57,2098.913
114795500,2021:3:15:7:52:57,3,11.3821417,47.3095047,2098876,0,8.0,2021-03-15 07:52:57,2098.876
114795600,2021:3:15:7:52:57,3,11.3821415,47.3095047,2098871,0,8.0,2021-03-15 07:52:57,2098.871
114795700,2021:3:15:7:52:57,3,11.3821416,47.309505,2098809,0,8.0,2021-03-15 07:52:57,2098.809
114795800,2021:3:15:7:52:57,3,11.3821414,47.309505,2098815,0,8.0,2021-03-15 07:52:57,2098.815
114795900,2021:3:15:7:52:57,3,11.3821416,47.3095051,2098808,0,8.0,2021-03-15 07:52:57,2098.808
114796000,2021:3:15:7:52:58,3,11.3821414,47.3095054,2098754,0,8.06,2021-03-15 07:52:58,2098.754
114796100,2021:3:15:7:52:58,3,11.3821416,47.3095053,2098768,0,8.06,2021-03-15 07:52:58,2098.768
114796200,2021:3:15:7:52:58,3,11.3821415,47.3095055,2098714,1,8.06,2021-03-15 07:52:58,2098.714
114796300,2021:3:15:7:52:58,3,11.3821415,47.3095056,2098686,1,8.06,2021-03-15 07:52:58,2098.686
114796400,2021:3:15:7:52:58,3,11.3821415,47.3095057,2098690,1,8.06,2021-03-15 07:52:58,2098.69
114796500,2021:3:15:7:52:58,3,11.3821415,47.3095058,2098666,1,8.06,2021-03-15 07:52:58,2098.666
114796600,2021:3:15:7:52:58,3,11.3821415,47.309506,2098629,1,8.06,2021-03-15 07:52:58,2098.629
114796700,2021:3:15:7:52:58,3,11.3821414,47.3095061,2098584,1,8.0,2021-03-15 07:52:58,2098.584
114796800,2021:3:15:7:52:58,3,11.3821417,47.3095062,2098608,1,8.0,2021-03-15 07:52:58,2098.608
114796900,2021:3:15:7:52:58,3,11.3821416,47.3095063,2098569,1,8.0,2021-03-15 07:52:58,2098.569
114797000,2021:3:15:7:52:59,3,11.3821416,47.3095064,2098552,1,8.0,2021-03-15 07:52:59,2098.552
114797100,2021:3:15:7:52:59,3,11.3821417,47.3095065,2098548,1,8.0,2021-03-15 07:52:59,2098.548
114797200,2021:3:15:7:52:59,3,11.3821416,47.3095065,2098531,0,8.0,2021-03-15 07:52:59,2098.531
114797300,2021:3:15:7:52:59,3,11.3821414,47.3095067,2098485,0,8.0,2021-03-15 07:52:59,2098.485
114797400,2021:3:15:7:52:59,3,11.3821416,47.3095068,2098460,0,8.0,2021-03-15 07:52:59,2098.46
114797500,2021:3:15:7:52:59,3,11.3821416,47.3095068,2098461,0,8.06,2021-03-15 07:52:59,2098.461
114797600,2021:3:15:7:52:59,3,11.3821416,47.3095068,2098456,0,8.06,2021-03-15 07:52:59,2098.456
114797700,2021:3:15:7:52:59,3,11.3821417,47.3095068,2098451,0,8.06,2021-03-15 07:52:59,2098.451
114797800,2021:3:15:7:52:59,3,11.3821418,47.309507,2098434,0,8.06,2021-03-15 07:52:59,2098.434
114797900,2021:3:15:7:52:59,3,11.3821418,47.3095069,2098433,0,8.06,2021-03-15 07:52:59,2098.433
114798000,2021:3:15:7:53:0,3,11.3821418,47.309507,2098408,0,8.06,2021-03-15 07:53:00,2098.408
114798100,2021:3:15:7:53:0,3,11.3821417,47.3095072,2098371,0,8.06,2021-03-15 07:53:00,2098.371
114798200,2021:3:15:7:53:0,3,11.3821417,47.3095073,2098360,1,8.0,2021-03-15 07:53:00,2098.36
114798300,2021:3:15:7:53:0,3,11.3821418,47.3095073,2098384,1,8.0,2021-03-15 07:53:00,2098.384
114798400,2021:3:15:7:53:0,3,11.3821418,47.3095075,2098327,1,8.0,2021-03-15 07:53:00,2098.327
114798500,2021:3:15:7:53:0,3,11.3821418,47.3095075,2098313,1,8.0,2021-03-15 07:53:00,2098.313
114798600,2021:3:15:7:53:0,3,11.3821419,47.3095078,2098267,1,8.0,2021-03-15 07:53:00,2098.267
114798700,2021:3:15:7:53:0,3,11.3821423,47.3095075,2098353,1,8.0,2021-03-15 07:53:00,2098.353
114798800,2021:3:15:7:53:0,3,11.3821423,47.3095077,2098320,1,8.0,2021-03-15 07:53:00,2098.32
114798900,2021:3:15:7:53:0,3,11.3821423,47.3095079,2098302,1,8.0,2021-03-15 07:53:00,2098.302
114799000,2021:3:15:7:53:1,3,11.3821424,47.3095079,2098294,1,8.06,2021-03-15 07:53:01,2098.294
114799100,2021:3:15:7:53:1,3,11.3821427,47.3095079,2098283,1,8.06,2021-03-15 07:53:01,2098.283
114799200,2021:3:15:7:53:1,3,11.3821426,47.3095083,2098250,0,8.06,2021-03-15 07:53:01,2098.25
114799300,2021:3:15:7:53:1,3,11.3821426,47.3095083,2098251,0,8.06,2021-03-15 07:53:01,2098.251
114799400,2021:3:15:7:53:1,3,11.3821425,47.3095085,2098204,0,8.06,2021-03-15 07:53:01,2098.204
114799500,2021:3:15:7:53:1,3,11.3821428,47.3095086,2098210,0,8.06,2021-03-15 07:53:01,2098.21
114799600,2021:3:15:7:53:1,3,11.3821429,47.3095087,2098207,0,8.06,2021-03-15 07:53:01,2098.207
114799700,2021:3:15:7:53:1,3,11.3821429,47.3095087,2098214,0,8.06,2021-03-15 07:53:01,2098.214
114799800,2021:3:15:7:53:1,3,11.3821431,47.3095088,2098216,0,8.06,2021-03-15 07:53:01,2098.216
114799900,2021:3:15:7:53:1,3,11.3821431,47.3095088,2098228,0,8.06,2021-03-15 07:53:01,2098.228
114800000,2021:3:15:7:53:2,3,11.3821429,47.3095091,2098152,0,8.06,2021-03-15 07:53:02,2098.152
114800100,2021:3:15:7:53:2,3,11.3821431,47.3095092,2098154,0,8.06,2021-03-15 07:53:02,2098.154
114800200,2021:3:15:7:53:2,3,11.382143,47.3095094,2098125,1,8.06,2021-03-15 07:53:02,2098.125
114800300,2021:3:15:7:53:2,3,11.3821432,47.3095092,2098170,1,8.06,2021-03-15 07:53:02,2098.17
114800400,2021:3:15:7:53:2,3,11.3821435,47.3095089,2098235,1,8.06,2021-03-15 07:53:02,2098.235
114800500,2021:3:15:7:53:2,3,11.3821435,47.3095093,2098173,1,8.06,2021-03-15 07:53:02,2098.173
114800600,2021:3:15:7:53:2,3,11.3821435,47.3095093,2098163,1,8.06,2021-03-15 07:53:02,2098.163
114800700,2021:3:15:7:53:2,3,11.3821434,47.3095093,2098159,1,8.06,2021-03-15 07:53:02,2098.159
114800800,2021:3:15:7:53:2,3,11.3821436,47.3095095,2098159,1,8.06,2021-03-15 07:53:02,2098.159
114800900,2021:3:15:7:53:2,3,11.3821436,47.3095096,2098147,1,8.06,2021-03-15 07:53:02,2098.147
114801000,2021:3:15:7:53:3,3,11.3821436,47.3095095,2098145,1,8.06,2021-03-15 07:53:03,2098.145
114801100,2021:3:15:7:53:3,3,11.3821438,47.3095096,2098144,1,8.06,2021-03-15 07:53:03,2098.144
114801200,2021:3:15:7:53:3,3,11.3821439,47.3095096,2098154,0,8.06,2021-03-15 07:53:03,2098.154
114801300,2021:3:15:7:53:3,3,11.3821437,47.3095099,2098094,0,8.06,2021-03-15 07:53:03,2098.094
114801400,2021:3:15:7:53:3,3,11.3821436,47.30951,2098087,0,8.06,2021-03-15 07:53:03,2098.087
114801500,2021:3:15:7:53:3,3,11.3821437,47.30951,2098097,0,8.06,2021-03-15 07:53:03,2098.097
114801600,2021:3:15:7:53:3,3,11.3821438,47.30951,2098092,0,8.06,2021-03-15 07:53:03,2098.092
114801700,2021:3:15:7:53:3,3,11.3821439,47.3095099,2098129,0,8.06,2021-03-15 07:53:03,2098.129
114801800,2021:3:15:7:53:3,3,11.3821438,47.3095101,2098089,0,8.06,2021-03-15 07:53:03,2098.089
114801900,2021:3:15:7:53:3,3,11.3821439,47.3095102,2098097,0,8.06,2021-03-15 07:53:03,2098.097
114802000,2021:3:15:7:53:4,3,11.382144,47.30951,2098154,0,8.0,2021-03-15 07:53:04,2098.154
114802100,2021:3:15:7:53:4,3,11.382144,47.3095101,2098120,0,8.0,2021-03-15 07:53:04,2098.12
114802200,2021:3:15:7:53:4,3,11.3821439,47.3095102,2098099,1,8.0,2021-03-15 07:53:04,2098.099
114802300,2021:3:15:7:53:4,3,11.3821438,47.3095103,2098083,1,8.0,2021-03-15 07:53:04,2098.083
114802400,2021:3:15:7:53:4,3,11.382144,47.3095103,2098109,1,8.0,2021-03-15 07:53:04,2098.109
114802500,2021:3:15:7:53:4,3,11.382144,47.3095102,2098117,1,8.0,2021-03-15 07:53:04,2098.117
114802600,2021:3:15:7:53:4,3,11.3821442,47.3095103,2098115,1,8.0,2021-03-15 07:53:04,2098.115
114802700,2021:3:15:7:53:4,3,11.3821443,47.3095101,2098145,1,8.06,2021-03-15 07:53:04,2098.145
114802800,2021:3:15:7:53:4,3,11.3821444,47.3095101,2098163,1,8.06,2021-03-15 07:53:04,2098.163
114802900,2021:3:15:7:53:4,3,11.3821445,47.30951,2098184,1,8.06,2021-03-15 07:53:04,2098.184
114803000,2021:3:15:7:53:5,3,11.3821445,47.3095101,2098161,1,8.06,2021-03-15 07:53:05,2098.161
114803100,2021:3:15:7:53:5,3,11.3821445,47.3095102,2098108,1,8.06,2021-03-15 07:53:05,2098.108
114803200,2021:3:15:7:53:5,3,11.3821443,47.3095105,2098115,0,8.06,2021-03-15 07:53:05,2098.115
114803300,2021:3:15:7:53:5,3,11.3821444,47.3095104,2098123,0,8.06,2021-03-15 07:53:05,2098.123
114803400,2021:3:15:7:53:5,3,11.3821446,47.3095104,2098101,0,8.06,2021-03-15 07:53:05,2098.101
114803500,2021:3:15:7:53:5,3,11.3821447,47.3095103,2098115,0,8.0,2021-03-15 07:53:05,2098.115
114803600,2021:3:15:7:53:5,3,11.3821448,47.3095105,2098098,0,8.0,2021-03-15 07:53:05,2098.098
114803700,2021:3:15:7:53:5,3,11.3821447,47.3095104,2098091,0,8.0,2021-03-15 07:53:05,2098.091
114803800,2021:3:15:7:53:5,3,11.3821447,47.3095105,2098073,0,8.0,2021-03-15 07:53:05,2098.073
114803900,2021:3:15:7:53:5,3,11.3821448,47.3095106,2098041,0,8.0,2021-03-15 07:53:05,2098.041
114804000,2021:3:15:7:53:6,3,11.3821449,47.3095107,2098029,0,8.0,2021-03-15 07:53:06,2098.029
114804100,2021:3:15:7:53:6,3,11.382145,47.3095105,2098069,0,8.0,2021-03-15 07:53:06,2098.069
114804200,2021:3:15:7:53:6,3,11.3821452,47.3095105,2098083,1,8.06,2021-03-15 07:53:06,2098.083
114804300,2021:3:15:7:53:6,3,11.3821452,47.3095104,2098083,1,8.06,2021-03-15 07:53:06,2098.083
114804400,2021:3:15:7:53:6,3,11.3821452,47.3095106,2098042,1,8.06,2021-03-15 07:53:06,2098.042
114804500,2021:3:15:7:53:6,3,11.3821453,47.3095108,2098014,1,8.06,2021-03-15 07:53:06,2098.014
114804600,2021:3:15:7:53:6,3,11.382145,47.3095109,2097973,1,8.06,2021-03-15 07:53:06,2097.973
114804700,2021:3:15:7:53:6,3,11.382145,47.3095112,2097921,1,8.06,2021-03-15 07:53:06,2097.921
114804800,2021:3:15:7:53:6,3,11.3821451,47.3095111,2097919,1,8.06,2021-03-15 07:53:06,2097.919
114804900,2021:3:15:7:53:6,3,11.3821451,47.3095112,2097904,1,8.06,2021-03-15 07:53:06,2097.904
114805000,2021:3:15:7:53:7,3,11.3821451,47.3095113,2097871,1,8.06,2021-03-15 07:53:07,2097.871
114805100,2021:3:15:7:53:7,3,11.3821453,47.3095112,2097898,1,8.06,2021-03-15 07:53:07,2097.898
114805200,2021:3:15:7:53:7,3,11.3821455,47.3095112,2097900,0,8.06,2021-03-15 07:53:07,2097.9
114805300,2021:3:15:7:53:7,3,11.3821456,47.3095112,2097895,0,8.06,2021-03-15 07:53:07,2097.895
114805400,2021:3:15:7:53:7,3,11.3821457,47.3095113,2097876,0,8.06,2021-03-15 07:53:07,2097.876
114805500,2021:3:15:7:53:7,3,11.3821455,47.3095114,2097844,0,8.06,2021-03-15 07:53:07,2097.844
114805600,2021:3:15:7:53:7,3,11.3821456,47.3095116,2097812,0,8.06,2021-03-15 07:53:07,2097.812
114805700,2021:3:15:7:53:7,3,11.3821458,47.3095116,2097820,0,8.0,2021-03-15 07:53:07,2097.82
114805800,2021:3:15:7:53:7,3,11.3821458,47.3095116,2097803,0,8.0,2021-03-15 07:53:07,2097.803
114805900,2021:3:15:7:53:7,3,11.3821457,47.3095119,2097754,0,8.0,2021-03-15 07:53:07,2097.754
114806000,2021:3:15:7:53:8,3,11.382146,47.3095117,2097789,0,8.0,2021-03-15 07:53:08,2097.789
114806100,2021:3:15:7:53:8,3,11.382146,47.3095119,2097763,0,8.0,2021-03-15 07:53:08,2097.763
114806200,2021:3:15:7:53:8,3,11.3821462,47.3095118,2097780,1,8.0,2021-03-15 07:53:08,2097.78
114806300,2021:3:15:7:53:8,3,11.3821463,47.3095118,2097769,1,8.0,2021-03-15 07:53:08,2097.769
114806400,2021:3:15:7:53:8,3,11.3821463,47.3095117,2097754,1,8.0,2021-03-15 07:53:08,2097.754
114806500,2021:3:15:7:53:8,3,11.3821465,47.3095119,2097751,1,8.06,2021-03-15 07:53:08,2097.751
114806600,2021:3:15:7:53:8,3,11.3821465,47.3095117,2097759,1,8.06,2021-03-15 07:53:08,2097.759
114806700,2021:3:15:7:53:8,3,11.3821465,47.3095119,2097738,1,8.06,2021-03-15 07:53:08,2097.738
114806800,2021:3:15:7:53:8,3,11.3821468,47.3095119,2097737,1,8.06,2021-03-15 07:53:08,2097.737
114806900,2021:3:15:7:53:8,3,11.3821469,47.3095119,2097739,1,8.06,2021-03-15 07:53:08,2097.739
114807000,2021:3:15:7:53:9,3,11.3821468,47.3095119,2097704,1,8.06,2021-03-15 07:53:09,2097.704
114807100,2021:3:15:7:53:9,3,11.3821469,47.309512,2097686,1,8.06,2021-03-15 07:53:09,2097.686
114807200,2021:3:15:7:53:9,3,11.3821471,47.3095119,2097697,0,8.06,2021-03-15 07:53:09,2097.697
114807300,2021:3:15:7:53:9,3,11.3821471,47.3095119,2097706,0,8.06,2021-03-15 07:53:09,2097.706
114807400,2021:3:15:7:53:9,3,11.3821472,47.3095118,2097707,0,8.06,2021-03-15 07:53:09,2097.707
114807500,2021:3:15:7:53:9,3,11.3821474,47.309512,2097660,0,8.06,2021-03-15 07:53:09,2097.66
114807600,2021:3:15:7:53:9,3,11.3821475,47.3095121,2097626,0,8.06,2021-03-15 07:53:09,2097.626
114807700,2021:3:15:7:53:9,3,11.3821473,47.309512,2097646,0,8.06,2021-03-15 07:53:09,2097.646
114807800,2021:3:15:7:53:9,3,11.3821474,47.309512,2097640,0,8.06,2021-03-15 07:53:09,2097.64
114807900,2021:3:15:7:53:9,3,11.3821473,47.3095122,2097556,0,8.06,2021-03-15 07:53:09,2097.556
114808000,2021:3:15:7:53:10,3,11.3821475,47.3095121,2097578,0,8.06,2021-03-15 07:53:10,2097.578
114808100,2021:3:15:7:53:10,3,11.3821476,47.3095122,2097553,0,8.06,2021-03-15 07:53:10,2097.553
114808200,2021:3:15:7:53:10,3,11.3821476,47.3095122,2097539,1,8.06,2021-03-15 07:53:10,2097.539
114808300,2021:3:15:7:53:10,3,11.3821476,47.3095124,2097494,1,8.06,2021-03-15 07:53:10,2097.494
114808400,2021:3:15:7:53:10,3,11.3821476,47.3095123,2097497,1,8.06,2021-03-15 07:53:10,2097.497
114808500,2021:3:15:7:53:10,3,11.3821478,47.3095123,2097490,1,8.06,2021-03-15 07:53:10,2097.49
114808600,2021:3:15:7:53:10,3,11.382148,47.3095124,2097471,1,8.06,2021-03-15 07:53:10,2097.471
114808700,2021:3:15:7:53:10,3,11.3821478,47.3095125,2097413,1,8.06,2021-03-15 07:53:10,2097.413
114808800,2021:3:15:7:53:10,3,11.3821478,47.3095125,2097413,1,8.06,2021-03-15 07:53:10,2097.413
114808900,2021:3:15:7:53:10,3,11.3821479,47.3095124,2097465,1,8.06,2021-03-15 07:53:10,2097.465
114809000,2021:3:15:7:53:11,3,11.3821481,47.3095124,2097421,1,8.06,2021-03-15 07:53:11,2097.421
114809100,2021:3:15:7:53:11,3,11.3821481,47.3095124,2097404,1,8.06,2021-03-15 07:53:11,2097.404
114809200,2021:3:15:7:53:11,3,11.3821479,47.3095128,2097329,0,8.06,2021-03-15 07:53:11,2097.329
114809300,2021:3:15:7:53:11,3,11.3821478,47.3095128,2097314,0,8.06,2021-03-15 07:53:11,2097.314
114809400,2021:3:15:7:53:11,3,11.382148,47.3095128,2097294,0,8.06,2021-03-15 07:53:11,2097.294
114809500,2021:3:15:7:53:11,3,11.3821478,47.3095129,2097264,0,8.06,2021-03-15 07:53:11,2097.264
114809600,2021:3:15:7:53:11,3,11.3821478,47.309513,2097246,0,8.06,2021-03-15 07:53:11,2097.246
114809700,2021:3:15:7:53:11,3,11.3821476,47.3095131,2097191,0,8.06,2021-03-15 07:53:11,2097.191
114809800,2021:3:15:7:53:11,3,11.3821475,47.3095132,2097143,0,8.06,2021-03-15 07:53:11,2097.143
114809900,2021:3:15:7:53:11,3,11.3821476,47.3095132,2097152,0,8.06,2021-03-15 07:53:11,2097.152
114810000,2021:3:15:7:53:12,3,11.3821477,47.3095131,2097147,0,8.06,2021-03-15 07:53:12,2097.147
114810100,2021:3:15:7:53:12,3,11.3821478,47.3095132,2097149,0,8.06,2021-03-15 07:53:12,2097.149
114810200,2021:3:15:7:53:12,3,11.3821478,47.3095132,2097144,1,8.0,2021-03-15 07:53:12,2097.144
114810300,2021:3:15:7:53:12,3,11.382148,47.3095132,2097124,1,8.0,2021-03-15 07:53:12,2097.124
114810400,2021:3:15:7:53:12,3,11.3821481,47.3095133,2097119,1,8.0,2021-03-15 07:53:12,2097.119
114810500,2021:3:15:7:53:12,3,11.382148,47.3095133,2097097,1,8.0,2021-03-15 07:53:12,2097.097
114810600,2021:3:15:7:53:12,3,11.3821482,47.3095134,2097105,1,8.0,2021-03-15 07:53:12,2097.105
114810700,2021:3:15:7:53:12,3,11.3821481,47.3095135,2097046,1,8.0,2021-03-15 07:53:12,2097.046
114810800,2021:3:15:7:53:12,3,11.3821484,47.3095135,2097050,1,8.0,2021-03-15 07:53:12,2097.05
114810900,2021:3:15:7:53:12,3,11.3821483,47.3095136,2097042,1,8.0,2021-03-15 07:53:12,2097.042
114811000,2021:3:15:7:53:13,3,11.3821485,47.3095136,2097040,1,8.06,2021-03-15 07:53:13,2097.04
114811100,2021:3:15:7:53:13,3,11.3821484,47.3095138,2096999,1,8.06,2021-03-15 07:53:13,2096.999
114811200,2021:3:15:7:53:13,3,11.3821483,47.3095139,2096982,0,8.06,2021-03-15 07:53:13,2096.982
114811300,2021:3:15:7:53:13,3,11.3821484,47.3095139,2096964,0,8.06,2021-03-15 07:53:13,2096.964
114811400,2021:3:15:7:53:13,3,11.3821485,47.3095139,2096957,0,8.06,2021-03-15 07:53:13,2096.957
114811500,2021:3:15:7:53:13,3,11.3821485,47.309514,2096958,0,8.06,2021-03-15 07:53:13,2096.958
114811600,2021:3:15:7:53:13,3,11.3821488,47.3095141,2096947,0,8.06,2021-03-15 07:53:13,2096.947
114811700,2021:3:15:7:53:13,3,11.3821488,47.3095142,2096924,0,8.06,2021-03-15 07:53:13,2096.924
114811800,2021:3:15:7:53:13,3,11.3821489,47.3095142,2096908,0,8.06,2021-03-15 07:53:13,2096.908
114811900,2021:3:15:7:53:13,3,11.3821491,47.3095142,2096918,0,8.06,2021-03-15 07:53:13,2096.918
114812000,2021:3:15:7:53:14,3,11.3821491,47.3095142,2096924,0,8.06,2021-03-15 07:53:14,2096.924
114812100,2021:3:15:7:53:14,3,11.3821492,47.3095143,2096889,0,8.06,2021-03-15 07:53:14,2096.889
114812200,2021:3:15:7:53:14,3,11.3821492,47.3095143,2096880,1,8.06,2021-03-15 07:53:14,2096.88
114812300,2021:3:15:7:53:14,3,11.3821496,47.3095141,2096908,1,8.06,2021-03-15 07:53:14,2096.908
114812400,2021:3:15:7:53:14,3,11.3821497,47.3095142,2096894,1,8.06,2021-03-15 07:53:14,2096.894
114812500,2021:3:15:7:53:14,3,11.3821498,47.3095143,2096862,1,8.0,2021-03-15 07:53:14,2096.862
114812600,2021:3:15:7:53:14,3,11.3821499,47.3095142,2096873,1,8.0,2021-03-15 07:53:14,2096.873
114812700,2021:3:15:7:53:14,3,11.3821499,47.3095145,2096816,1,8.0,2021-03-15 07:53:14,2096.816
114812800,2021:3:15:7:53:14,3,11.38215,47.3095142,2096829,1,8.0,2021-03-15 07:53:14,2096.829
114812900,2021:3:15:7:53:14,3,11.3821503,47.3095142,2096834,1,8.0,2021-03-15 07:53:14,2096.834
114813000,2021:3:15:7:53:15,3,11.3821503,47.3095142,2096803,1,8.0,2021-03-15 07:53:15,2096.803
114813100,2021:3:15:7:53:15,3,11.3821503,47.3095143,2096781,1,8.0,2021-03-15 07:53:15,2096.781
114813200,2021:3:15:7:53:15,3,11.3821502,47.3095143,2096752,0,8.0,2021-03-15 07:53:15,2096.752
114813300,2021:3:15:7:53:15,3,11.3821503,47.3095144,2096760,0,8.0,2021-03-15 07:53:15,2096.76
114813400,2021:3:15:7:53:15,3,11.3821506,47.3095142,2096788,0,8.0,2021-03-15 07:53:15,2096.788
114813500,2021:3:15:7:53:15,3,11.3821507,47.3095142,2096773,0,8.0,2021-03-15 07:53:15,2096.773
114813600,2021:3:15:7:53:15,3,11.3821508,47.3095143,2096749,0,8.0,2021-03-15 07:53:15,2096.749
114813700,2021:3:15:7:53:15,3,11.382151,47.3095144,2096734,0,8.0,2021-03-15 07:53:15,2096.734
114813800,2021:3:15:7:53:15,3,11.382151,47.3095144,2096727,0,8.0,2021-03-15 07:53:15,2096.727
114813900,2021:3:15:7:53:15,3,11.3821511,47.3095143,2096751,0,8.0,2021-03-15 07:53:15,2096.751
114814000,2021:3:15:7:53:16,3,11.3821512,47.3095143,2096743,0,8.06,2021-03-15 07:53:16,2096.743
114814100,2021:3:15:7:53:16,3,11.3821512,47.3095145,2096712,0,8.06,2021-03-15 07:53:16,2096.712
114814200,2021:3:15:7:53:16,3,11.3821513,47.3095143,2096721,1,8.06,2021-03-15 07:53:16,2096.721
114814300,2021:3:15:7:53:16,3,11.3821512,47.3095146,2096680,1,8.06,2021-03-15 07:53:16,2096.68
114814400,2021:3:15:7:53:16,3,11.3821512,47.3095144,2096694,1,8.06,2021-03-15 07:53:16,2096.694
114814500,2021:3:15:7:53:16,3,11.3821514,47.3095144,2096701,1,8.06,2021-03-15 07:53:16,2096.701
114814600,2021:3:15:7:53:16,3,11.3821515,47.3095145,2096702,1,8.06,2021-03-15 07:53:16,2096.702
114814700,2021:3:15:7:53:16,3,11.3821516,47.3095144,2096703,1,8.06,2021-03-15 07:53:16,2096.703
114814800,2021:3:15:7:53:16,3,11.3821514,47.3095145,2096699,1,8.06,2021-03-15 07:53:16,2096.699
114814900,2021:3:15:7:53:16,3,11.3821515,47.3095145,2096702,1,8.06,2021-03-15 07:53:16,2096.702
114815000,2021:3:15:7:53:17,3,11.3821515,47.3095145,2096677,1,8.06,2021-03-15 07:53:17,2096.677
114815100,2021:3:15:7:53:17,3,11.3821517,47.3095144,2096700,1,8.06,2021-03-15 07:53:17,2096.7
114815200,2021:3:15:7:53:17,3,11.3821516,47.3095143,2096719,0,8.06,2021-03-15 07:53:17,2096.719
114815300,2021:3:15:7:53:17,3,11.3821516,47.3095144,2096697,0,8.06,2021-03-15 07:53:17,2096.697
114815400,2021:3:15:7:53:17,3,11.3821516,47.3095143,2096691,0,8.06,2021-03-15 07:53:17,2096.691
114815500,2021:3:15:7:53:17,3,11.3821516,47.3095145,2096660,0,8.06,2021-03-15 07:53:17,2096.66
114815600,2021:3:15:7:53:17,3,11.3821515,47.3095146,2096621,0,8.06,2021-03-15 07:53:17,2096.621
114815700,2021:3:15:7:53:17,3,11.3821517,47.3095144,2096667,0,8.06,2021-03-15 07:53:17,2096.667
114815800,2021:3:15:7:53:17,3,11.3821517,47.3095145,2096679,0,8.06,2021-03-15 07:53:17,2096.679
114815900,2021:3:15:7:53:17,3,11.3821518,47.3095145,2096659,0,8.06,2021-03-15 07:53:17,2096.659
114816000,2021:3:15:7:53:18,3,11.3821519,47.3095144,2096693,0,8.06,2021-03-15 07:53:18,2096.693
114816100,2021:3:15:7:53:18,3,11.3821517,47.3095144,2096680,1,8.06,2021-03-15 07:53:18,2096.68
114816200,2021:3:15:7:53:18,3,11.3821518,47.3095145,2096673,1,8.06,2021-03-15 07:53:18,2096.673
114816300,2021:3:15:7:53:18,3,11.3821516,47.3095145,2096650,1,8.06,2021-03-15 07:53:18,2096.65
114816400,2021:3:15:7:53:18,3,11.3821516,47.3095146,2096632,1,8.06,2021-03-15 07:53:18,2096.632
114816500,2021:3:15:7:53:18,3,11.3821515,47.3095147,2096627,1,8.06,2021-03-15 07:53:18,2096.627
114816600,2021:3:15:7:53:18,3,11.3821516,47.3095148,2096614,1,8.06,2021-03-15 07:53:18,2096.614
114816700,2021:3:15:7:53:18,3,11.3821515,47.3095148,2096606,1,8.06,2021-03-15 07:53:18,2096.606
114816800,2021:3:15:7:53:18,3,11.3821515,47.3095149,2096615,1,8.06,2021-03-15 07:53:18,2096.615
114816900,2021:3:15:7:53:18,3,11.3821514,47.3095148,2096593,1,8.06,2021-03-15 07:53:18,2096.593
114817000,2021:3:15:7:53:19,3,11.3821514,47.3095148,2096608,1,8.06,2021-03-15 07:53:19,2096.608
114817100,2021:3:15:7:53:19,3,11.3821514,47.3095148,2096590,0,8.06,2021-03-15 07:53:19,2096.59
114817200,2021:3:15:7:53:19,3,11.3821514,47.3095147,2096622,0,8.06,2021-03-15 07:53:19,2096.622
114817300,2021:3:15:7:53:19,3,11.3821515,47.3095146,2096626,0,8.06,2021-03-15 07:53:19,2096.626
114817400,2021:3:15:7:53:19,3,11.3821514,47.3095147,2096610,0,8.06,2021-03-15 07:53:19,2096.61
114817500,2021:3:15:7:53:19,3,11.3821514,47.3095148,2096602,0,8.06,2021-03-15 07:53:19,2096.602
114817600,2021:3:15:7:53:19,3,11.3821513,47.3095148,2096571,0,8.06,2021-03-15 07:53:19,2096.571
