#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],rising edge sync signal,Temp[°C]#,height[m]
205375600,2021:03:16:09:02:37,3,11.382499,47.3107504,2181522,0,4.69,2181.522
205375700,2021:03:16:09:02:37,3,11.3824927,47.3107393,2180693,1,4.69,2180.693
205375800,2021:03:16:09:02:37,3,11.3824877,47.3107287,2179904,1,4.69,2179.904
205375900,2021:03:16:09:02:37,3,11.38248,47.3107174,2178924,1,4.69,2178.924
205376000,2021:03:16:09:02:38,3,11.3824731,47.3107068,2178004,1,4.69,2178.004
205376100,2021:03:16:09:02:38,3,11.3824672,47.3106964,2177138,1,4.69,2177.138
205376200,2021:03:16:09:02:38,3,11.3824614,47.3106862,2176210,1,4.69,2176.21
205376300,2021:03:16:09:02:38,3,11.382456,47.3106757,2175369,1,4.69,2175.369
205376400,2021:03:16:09:02:38,3,11.3824505,47.3106649,2174488,1,4.69,2174.488
205376500,2021:03:16:09:02:38,3,11.3824449,47.3106542,2173587,1,4.69,2173.587
205376600,2021:03:16:09:02:38,3,11.3824397,47.3106428,2172731,1,4.69,2172.731
205376700,2021:03:16:09:02:38,3,11.3824333,47.3106317,2171746,0,4.69,2171.746
205376800,2021:03:16:09:02:38,3,11.3824252,47.3106197,2170768,0,4.69,2170.768
205376900,2021:03:16:09:02:38,3,11.3824181,47.3106084,2169965,0,4.69,2169.965
205377000,2021:03:16:09:02:39,3,11.3824117,47.3105969,2169096,0,4.69,2169.096
205377100,2021:03:16:09:02:39,3,11.3824047,47.310586,2168185,0,4.69,2168.185
205377200,2021:03:16:09:02:39,3,11.3823981,47.3105754,2167296,0,4.69,2167.296
205377300,2021:03:16:09:02:39,3,11.382392,47.3105649,2166485,0,4.69,2166.485
205377400,2021:03:16:09:02:39,3,11.3823862,47.3105549,2165614,0,4.69,2165.614
205377500,2021:03:16:09:02:39,3,11.382381,47.3105441,2164850,0,4.69,2164.85
205377600,2021:03:16:09:02:39,3,11.382376,47.3105337,2163979,0,4.69,2163.979
205377700,2021:03:16:09:02:39,3,11.3823708,47.3105225,2163110,1,4.69,2163.11
205377800,2021:03:16:09:02:39,3,11.3823667,47.3105127,2162120,1,4.69,2162.12
205377900,2021:03:16:09:02:39,3,11.3823622,47.3105016,2161347,1,4.69,2161.347
205378000,2021:03:16:09:02:40,3,11.3823569,47.310491,2160363,1,4.69,2160.363
205378100,2021:03:16:09:02:40,3,11.382351,47.3104801,2159512,1,4.69,2159.512
205378200,2021:03:16:09:02:40,3,11.3823442,47.3104694,2158636,1,4.69,2158.636
205378300,2021:03:16:09:02:40,3,11.3823403,47.3104584,2157837,1,4.69,2157.837
205378400,2021:03:16:09:02:40,3,11.3823368,47.3104482,2156879,1,4.62,2156.879
205378500,2021:03:16:09:02:40,3,11.3823323,47.3104371,2156073,1,4.62,2156.073
205378600,2021:03:16:09:02:40,3,11.3823273,47.3104259,2155163,1,4.62,2155.163
205378700,2021:03:16:09:02:40,3,11.3823225,47.3104148,2154337,0,4.62,2154.337
205378800,2021:03:16:09:02:40,3,11.3823178,47.3104038,2153483,0,4.62,2153.483
205378900,2021:03:16:09:02:40,3,11.3823153,47.3103927,2152699,0,4.62,2152.699
205379000,2021:03:16:09:02:41,3,11.3823119,47.310382,2151890,0,4.62,2151.89
205379100,2021:03:16:09:02:41,3,11.3823078,47.3103709,2151085,0,4.62,2151.085
205379200,2021:03:16:09:02:41,3,11.3823054,47.3103596,2150455,0,4.69,2150.455
205379300,2021:03:16:09:02:41,3,11.3823028,47.3103489,2149690,0,4.69,2149.69
205379400,2021:03:16:09:02:41,3,11.3822996,47.3103384,2148755,0,4.69,2148.755
205379500,2021:03:16:09:02:41,3,11.3822973,47.3103279,2147816,0,4.69,2147.816
205379600,2021:03:16:09:02:41,3,11.3822945,47.3103174,2146904,0,4.69,2146.904
205379700,2021:03:16:09:02:41,3,11.3822917,47.310306,2146048,1,4.69,2146.048
205379800,2021:03:16:09:02:41,3,11.3822882,47.3102949,2145220,1,4.69,2145.22
205379900,2021:03:16:09:02:41,3,11.3822855,47.3102832,2144444,1,4.69,2144.444
205380000,2021:03:16:09:02:42,3,11.3822832,47.310272,2143624,1,4.69,2143.624
205380100,2021:03:16:09:02:42,3,11.3822812,47.3102613,2142707,1,4.69,2142.707
205380200,2021:03:16:09:02:42,3,11.3822793,47.3102498,2141945,1,4.69,2141.945
205380300,2021:03:16:09:02:42,3,11.3822767,47.3102389,2141091,1,4.69,2141.091
205380400,2021:03:16:09:02:42,3,11.3822751,47.3102277,2140255,1,4.69,2140.255
205380500,2021:03:16:09:02:42,3,11.3822729,47.3102163,2139574,1,4.69,2139.574
205380600,2021:03:16:09:02:42,3,11.3822703,47.3102044,2138865,1,4.69,2138.865
205380700,2021:03:16:09:02:42,3,11.382268,47.3101925,2138183,0,4.69,2138.183
205380800,2021:03:16:09:02:42,3,11.3822664,47.3101817,2137323,0,4.69,2137.323
205380900,2021:03:16:09:02:42,3,11.3822646,47.3101712,2136439,0,4.69,2136.439
205381000,2021:03:16:09:02:43,3,11.3822624,47.3101607,2135610,0,4.69,2135.61
205381100,2021:03:16:09:02:43,3,11.3822599,47.3101505,2134690,0,4.69,2134.69
205381200,2021:03:16:09:02:43,3,11.3822578,47.3101394,2133986,0,4.69,2133.986
205381300,2021:03:16:09:02:43,3,11.3822561,47.3101294,2133087,0,4.69,2133.087
205381400,2021:03:16:09:02:43,3,11.3822541,47.3101186,2132305,0,4.62,2132.305
205381500,2021:03:16:09:02:43,3,11.382252,47.3101088,2131296,0,4.62,2131.296
205381600,2021:03:16:09:02:43,3,11.3822509,47.3100991,2130307,0,4.62,2130.307
205381700,2021:03:16:09:02:43,3,11.3822491,47.3100882,2129526,1,4.62,2129.526
205381800,2021:03:16:09:02:43,3,11.3822474,47.3100772,2128740,1,4.62,2128.74
205381900,2021:03:16:09:02:43,3,11.3822456,47.3100662,2127958,1,4.62,2127.958
205382000,2021:03:16:09:02:44,3,11.3822442,47.3100552,2127272,1,4.62,2127.272
205382100,2021:03:16:09:02:44,3,11.3822422,47.3100446,2126521,1,4.62,2126.521
205382200,2021:03:16:09:02:44,3,11.3822408,47.3100342,2125787,1,4.62,2125.787
205382300,2021:03:16:09:02:44,3,11.3822396,47.3100237,2124984,1,4.62,2124.984
205382400,2021:03:16:09:02:44,3,11.3822383,47.3100146,2124074,1,4.62,2124.074
205382500,2021:03:16:09:02:44,3,11.3822373,47.3100045,2123151,1,4.62,2123.151
205382600,2021:03:16:09:02:44,3,11.3822362,47.3099948,2122143,1,4.62,2122.143
205382700,2021:03:16:09:02:44,3,11.382235,47.309983,2121597,0,4.62,2121.597
205382800,2021:03:16:09:02:44,3,11.382234,47.3099724,2120935,0,4.62,2120.935
205382900,2021:03:16:09:02:44,3,11.3822329,47.3099624,2120201,0,4.69,2120.201
205383000,2021:03:16:09:02:45,3,11.3822319,47.3099528,2119351,0,4.69,2119.351
205383100,2021:03:16:09:02:45,3,11.3822314,47.3099426,2118594,0,4.69,2118.594
205383200,2021:03:16:09:02:45,3,11.3822304,47.3099322,2117855,0,4.69,2117.855
205383300,2021:03:16:09:02:45,3,11.3822296,47.3099217,2117198,0,4.69,2117.198
205383400,2021:03:16:09:02:45,3,11.3822289,47.3099122,2116340,0,4.69,2116.34
205383500,2021:03:16:09:02:45,3,11.3822286,47.3099029,2115511,0,4.69,2115.511
205383600,2021:03:16:09:02:45,3,11.3822278,47.309893,2114741,0,4.69,2114.741
205383700,2021:03:16:09:02:45,3,11.3822269,47.3098827,2114078,1,4.69,2114.078
205383800,2021:03:16:09:02:45,3,11.3822263,47.3098732,2113221,1,4.69,2113.221
205383900,2021:03:16:09:02:45,3,11.3822255,47.3098635,2112446,1,4.69,2112.446
205384000,2021:03:16:09:02:46,3,11.3822251,47.3098535,2111737,1,4.69,2111.737
205384100,2021:03:16:09:02:46,3,11.382224,47.3098434,2111086,1,4.69,2111.086
205384200,2021:03:16:09:02:46,3,11.3822231,47.3098344,2110273,1,4.69,2110.273
205384300,2021:03:16:09:02:46,3,11.382222,47.309825,2109511,1,4.69,2109.511
205384400,2021:03:16:09:02:46,3,11.3822212,47.3098156,2108741,1,4.69,2108.741
205384500,2021:03:16:09:02:46,3,11.3822204,47.3098064,2108008,1,4.69,2108.008
205384600,2021:03:16:09:02:46,3,11.3822199,47.3097968,2107383,1,4.69,2107.383
205384700,2021:03:16:09:02:46,3,11.3822189,47.3097876,2106632,0,4.69,2106.632
205384800,2021:03:16:09:02:46,3,11.382218,47.3097787,2105823,0,4.69,2105.823
205384900,2021:03:16:09:02:46,3,11.3822171,47.3097704,2105002,0,4.69,2105.002
205385000,2021:03:16:09:02:47,3,11.3822165,47.3097617,2104265,0,4.69,2104.265
205385100,2021:03:16:09:02:47,3,11.3822163,47.3097525,2103666,0,4.69,2103.666
205385200,2021:03:16:09:02:47,3,11.3822161,47.3097432,2103000,0,4.62,2103.0
205385300,2021:03:16:09:02:47,3,11.3822144,47.3097342,2102259,0,4.62,2102.259
205385400,2021:03:16:09:02:47,3,11.382213,47.3097255,2101490,0,4.62,2101.49
205385500,2021:03:16:09:02:47,3,11.3822123,47.3097168,2100724,0,4.62,2100.724
205385600,2021:03:16:09:02:47,3,11.3822116,47.3097086,2099921,0,4.62,2099.921
205385700,2021:03:16:09:02:47,3,11.3822106,47.3097003,2099196,1,4.62,2099.196
205385800,2021:03:16:09:02:47,3,11.3822099,47.3096912,2098670,1,4.62,2098.67
205385900,2021:03:16:09:02:47,3,11.3822091,47.3096833,2097884,1,4.62,2097.884
205386000,2021:03:16:09:02:48,3,11.3822087,47.3096743,2097332,1,4.62,2097.332
205386100,2021:03:16:09:02:48,3,11.3822079,47.3096662,2096637,1,4.62,2096.637
205386200,2021:03:16:09:02:48,3,11.3822071,47.3096581,2095948,1,4.62,2095.948
205386300,2021:03:16:09:02:48,3,11.3822062,47.3096491,2095300,1,4.62,2095.3
205386400,2021:03:16:09:02:48,3,11.3822059,47.309641,2094671,1,4.62,2094.671
205386500,2021:03:16:09:02:48,3,11.3822066,47.3096324,2094221,1,4.62,2094.221
205386600,2021:03:16:09:02:48,3,11.3822062,47.3096249,2093414,1,4.62,2093.414
205386700,2021:03:16:09:02:48,3,11.3822057,47.3096165,2092734,0,4.69,2092.734
205386800,2021:03:16:09:02:48,3,11.3822058,47.3096084,2092159,0,4.69,2092.159
205386900,2021:03:16:09:02:48,3,11.3822055,47.3096005,2091603,0,4.69,2091.603
205387000,2021:03:16:09:02:49,3,11.3822059,47.3095923,2091123,0,4.69,2091.123
205387100,2021:03:16:09:02:49,3,11.3822056,47.3095849,2090483,0,4.69,2090.483
205387200,2021:03:16:09:02:49,3,11.3822049,47.3095772,2089874,0,4.69,2089.874
205387300,2021:03:16:09:02:49,3,11.382205,47.3095698,2089285,0,4.69,2089.285
205387400,2021:03:16:09:02:49,3,11.3822049,47.3095626,2088645,0,4.69,2088.645
205387500,2021:03:16:09:02:49,3,11.3822049,47.3095553,2088047,0,4.69,2088.047
205387600,2021:03:16:09:02:49,3,11.3822045,47.309548,2087456,0,4.69,2087.456
205387700,2021:03:16:09:02:49,3,11.3822043,47.3095401,2086870,1,4.69,2086.87
205387800,2021:03:16:09:02:49,3,11.3822041,47.309532,2086288,1,4.69,2086.288
205387900,2021:03:16:09:02:49,3,11.3822042,47.3095252,2085660,1,4.69,2085.66
205388000,2021:03:16:09:02:50,3,11.3822041,47.3095173,2085135,1,4.69,2085.135
205388100,2021:03:16:09:02:50,3,11.3822032,47.3095112,2084430,1,4.69,2084.43
205388200,2021:03:16:09:02:50,3,11.3822028,47.3095047,2083831,1,4.62,2083.831
205388300,2021:03:16:09:02:50,3,11.3822018,47.3094987,2083199,1,4.62,2083.199
205388400,2021:03:16:09:02:50,3,11.3822006,47.3094922,2082584,1,4.62,2082.584
205388500,2021:03:16:09:02:50,3,11.3821989,47.3094863,2082017,1,4.62,2082.017
205388600,2021:03:16:09:02:50,3,11.3821979,47.3094807,2081456,1,4.62,2081.456
205388700,2021:03:16:09:02:50,3,11.3821996,47.3094742,2081050,0,4.62,2081.05
205388800,2021:03:16:09:02:50,3,11.3822005,47.3094682,2080645,0,4.62,2080.645
205388900,2021:03:16:09:02:50,3,11.3822005,47.3094629,2080219,0,4.56,2080.219
205389000,2021:03:16:09:02:51,3,11.3821993,47.309458,2079620,0,4.56,2079.62
205389100,2021:03:16:09:02:51,3,11.3821985,47.3094521,2079064,0,4.56,2079.064
205389200,2021:03:16:09:02:51,3,11.3821973,47.3094457,2078562,0,4.56,2078.562
205389300,2021:03:16:09:02:51,3,11.3821965,47.3094401,2078158,0,4.56,2078.158
205389400,2021:03:16:09:02:51,3,11.3821964,47.3094334,2077851,0,4.56,2077.851
205389500,2021:03:16:09:02:51,3,11.3821957,47.3094281,2077374,0,4.56,2077.374
205389600,2021:03:16:09:02:51,3,11.3821961,47.3094222,2077126,0,4.56,2077.126
205389700,2021:03:16:09:02:51,3,11.3821962,47.3094165,2076863,1,4.5,2076.863
205389800,2021:03:16:09:02:51,3,11.3821959,47.3094108,2076457,1,4.5,2076.457
205389900,2021:03:16:09:02:51,3,11.3821951,47.3094052,2076100,1,4.5,2076.1
205390000,2021:03:16:09:02:52,3,11.3821943,47.3094006,2075576,1,4.5,2075.576
205390100,2021:03:16:09:02:52,3,11.382195,47.309396,2075165,1,4.5,2075.165
205390200,2021:03:16:09:02:52,3,11.3821952,47.3093902,2074910,1,4.5,2074.91
205390300,2021:03:16:09:02:52,3,11.3821951,47.3093848,2074673,1,4.5,2074.673
205390400,2021:03:16:09:02:52,3,11.3821942,47.3093797,2074365,1,4.44,2074.365
205390500,2021:03:16:09:02:52,3,11.3821937,47.3093748,2074107,1,4.44,2074.107
205390600,2021:03:16:09:02:52,3,11.3821932,47.3093703,2073875,1,4.44,2073.875
205390700,2021:03:16:09:02:52,3,11.382193,47.3093652,2073778,0,4.44,2073.778
205390800,2021:03:16:09:02:52,3,11.3821923,47.3093604,2073518,0,4.44,2073.518
205390900,2021:03:16:09:02:52,3,11.3821919,47.3093553,2073200,0,4.44,2073.2
205391000,2021:03:16:09:02:53,3,11.3821918,47.309351,2072836,0,4.44,2072.836
205391100,2021:03:16:09:02:53,3,11.3821922,47.3093461,2072618,0,4.44,2072.618
205391200,2021:03:16:09:02:53,3,11.3821922,47.3093419,2072190,0,4.37,2072.19
205391300,2021:03:16:09:02:53,3,11.3821931,47.309338,2071763,0,4.37,2071.763
205391400,2021:03:16:09:02:53,3,11.382194,47.3093341,2071339,0,4.37,2071.339
205391500,2021:03:16:09:02:53,3,11.3821944,47.3093308,2070886,0,4.37,2070.886
205391600,2021:03:16:09:02:53,3,11.3821948,47.3093265,2070466,0,4.37,2070.466
205391700,2021:03:16:09:02:53,3,11.3821939,47.3093215,2070269,1,4.37,2070.269
205391800,2021:03:16:09:02:53,3,11.3821919,47.3093171,2070130,1,4.37,2070.13
205391900,2021:03:16:09:02:53,3,11.3821907,47.3093126,2069901,1,4.31,2069.901
205392000,2021:03:16:09:02:54,3,11.3821914,47.3093085,2069744,1,4.31,2069.744
205392100,2021:03:16:09:02:54,3,11.3821906,47.3093046,2069309,1,4.31,2069.309
205392200,2021:03:16:09:02:54,3,11.3821899,47.3093007,2068894,1,4.31,2068.894
205392300,2021:03:16:09:02:54,3,11.3821905,47.3092973,2068772,1,4.31,2068.772
205392400,2021:03:16:09:02:54,3,11.3821902,47.3092938,2068390,1,4.31,2068.39
205392500,2021:03:16:09:02:54,3,11.3821897,47.3092914,2067924,1,4.31,2067.924
205392600,2021:03:16:09:02:54,3,11.3821897,47.3092874,2067656,1,4.31,2067.656
205392700,2021:03:16:09:02:54,3,11.382189,47.3092833,2067342,0,4.31,2067.342
205392800,2021:03:16:09:02:54,3,11.3821886,47.30928,2066882,0,4.31,2066.882
205392900,2021:03:16:09:02:54,3,11.3821873,47.3092765,2066555,0,4.31,2066.555
205393000,2021:03:16:09:02:55,3,11.3821859,47.3092739,2066219,0,4.31,2066.219
205393100,2021:03:16:09:02:55,3,11.3821847,47.3092702,2066001,0,4.31,2066.001
205393200,2021:03:16:09:02:55,3,11.3821834,47.3092665,2065599,0,4.31,2065.599
205393300,2021:03:16:09:02:55,3,11.3821823,47.3092633,2065164,0,4.31,2065.164
205393400,2021:03:16:09:02:55,3,11.3821818,47.3092602,2064899,0,4.25,2064.899
205393500,2021:03:16:09:02:55,3,11.3821804,47.309258,2064587,0,4.25,2064.587
205393600,2021:03:16:09:02:55,3,11.3821794,47.3092558,2064324,1,4.25,2064.324
205393700,2021:03:16:09:02:55,3,11.3821785,47.309253,2064177,1,4.25,2064.177
205393800,2021:03:16:09:02:55,3,11.3821778,47.3092496,2063897,1,4.25,2063.897
205393900,2021:03:16:09:02:55,3,11.3821772,47.3092468,2063564,1,4.25,2063.564
205394000,2021:03:16:09:02:56,3,11.3821767,47.3092443,2063302,1,4.25,2063.302
205394100,2021:03:16:09:02:56,3,11.3821771,47.3092419,2063072,1,4.25,2063.072
205394200,2021:03:16:09:02:56,3,11.3821772,47.3092395,2062800,1,4.19,2062.8
205394300,2021:03:16:09:02:56,3,11.3821785,47.3092361,2062680,1,4.19,2062.68
205394400,2021:03:16:09:02:56,3,11.382179,47.3092329,2062496,1,4.19,2062.496
205394500,2021:03:16:09:02:56,3,11.3821784,47.3092312,2062114,1,4.19,2062.114
205394600,2021:03:16:09:02:56,3,11.3821788,47.3092294,2061810,1,4.19,2061.81
205394700,2021:03:16:09:02:56,3,11.3821788,47.3092278,2061492,0,4.19,2061.492
205394800,2021:03:16:09:02:56,3,11.3821792,47.3092263,2061305,0,4.19,2061.305
205394900,2021:03:16:09:02:56,3,11.3821789,47.3092237,2060994,0,4.19,2060.994
205395000,2021:03:16:09:02:57,3,11.3821789,47.3092214,2060700,0,4.19,2060.7
205395100,2021:03:16:09:02:57,3,11.3821786,47.3092194,2060395,0,4.19,2060.395
205395200,2021:03:16:09:02:57,3,11.3821792,47.3092177,2060144,0,4.19,2060.144
205395300,2021:03:16:09:02:57,3,11.38218,47.3092158,2060095,0,4.19,2060.095
205395400,2021:03:16:09:02:57,3,11.3821805,47.3092133,2060110,0,4.19,2060.11
205395500,2021:03:16:09:02:57,3,11.3821808,47.3092111,2059916,0,4.19,2059.916
205395600,2021:03:16:09:02:57,3,11.3821807,47.3092097,2059718,0,4.19,2059.718
205395700,2021:03:16:09:02:57,3,11.382181,47.309208,2059534,1,4.19,2059.534
205395800,2021:03:16:09:02:57,3,11.3821815,47.3092049,2059574,1,4.19,2059.574
205395900,2021:03:16:09:02:57,3,11.3821816,47.309203,2059626,1,4.19,2059.626
205396000,2021:03:16:09:02:58,3,11.3821824,47.3092019,2059633,1,4.19,2059.633
205396100,2021:03:16:09:02:58,3,11.3821823,47.3092007,2059537,1,4.19,2059.537
205396200,2021:03:16:09:02:58,3,11.3821825,47.3092005,2059461,1,4.19,2059.461
205396300,2021:03:16:09:02:58,3,11.3821827,47.3091997,2059320,1,4.19,2059.32
205396400,2021:03:16:09:02:58,3,11.382183,47.3091985,2059296,1,4.19,2059.296
205396500,2021:03:16:09:02:58,3,11.3821831,47.3091983,2059194,1,4.19,2059.194
205396600,2021:03:16:09:02:58,3,11.3821833,47.3091975,2059113,1,4.19,2059.113
205396700,2021:03:16:09:02:58,3,11.3821832,47.3091971,2059005,0,4.19,2059.005
205396800,2021:03:16:09:02:58,3,11.3821831,47.3091964,2058954,0,4.19,2058.954
205396900,2021:03:16:09:02:58,3,11.3821834,47.3091956,2058910,0,4.19,2058.91
205397000,2021:03:16:09:02:59,3,11.3821833,47.3091953,2058774,0,4.19,2058.774
205397100,2021:03:16:09:02:59,3,11.3821831,47.3091952,2058653,0,4.19,2058.653
205397200,2021:03:16:09:02:59,3,11.3821829,47.309195,2058557,0,4.12,2058.557
205397300,2021:03:16:09:02:59,3,11.3821828,47.3091945,2058483,0,4.12,2058.483
205397400,2021:03:16:09:02:59,3,11.3821835,47.3091941,2058421,0,4.12,2058.421
205397500,2021:03:16:09:02:59,3,11.3821843,47.3091937,2058375,0,4.12,2058.375
205397600,2021:03:16:09:02:59,3,11.3821844,47.3091937,2058320,0,4.12,2058.32
205397700,2021:03:16:09:02:59,3,11.3821846,47.3091931,2058379,1,4.12,2058.379
205397800,2021:03:16:09:02:59,3,11.382184,47.3091931,2058387,1,4.12,2058.387
205397900,2021:03:16:09:02:59,3,11.3821839,47.3091931,2058404,1,4.12,2058.404
205398000,2021:03:16:09:03:00,3,11.3821837,47.3091931,2058411,1,4.12,2058.411
205398100,2021:03:16:09:03:00,3,11.3821834,47.3091932,2058392,1,4.12,2058.392
205398200,2021:03:16:09:03:00,3,11.3821831,47.3091934,2058384,1,4.12,2058.384
205398300,2021:03:16:09:03:00,3,11.382183,47.3091934,2058403,1,4.12,2058.403
205398400,2021:03:16:09:03:00,3,11.3821827,47.3091937,2058382,1,4.12,2058.382
205398500,2021:03:16:09:03:00,3,11.3821827,47.3091937,2058407,1,4.12,2058.407
205398600,2021:03:16:09:03:00,3,11.3821824,47.309194,2058375,1,4.12,2058.375
205398700,2021:03:16:09:03:00,3,11.3821825,47.3091937,2058411,0,4.12,2058.411
205398800,2021:03:16:09:03:00,3,11.3821823,47.3091938,2058422,0,4.12,2058.422
205398900,2021:03:16:09:03:00,3,11.3821823,47.309194,2058423,0,4.12,2058.423
205399000,2021:03:16:09:03:01,3,11.3821819,47.3091942,2058406,0,4.12,2058.406
205399100,2021:03:16:09:03:01,3,11.3821816,47.3091944,2058442,0,4.12,2058.442
205399200,2021:03:16:09:03:01,3,11.3821816,47.3091945,2058430,0,4.12,2058.43
205399300,2021:03:16:09:03:01,3,11.3821817,47.3091946,2058433,0,4.12,2058.433
205399400,2021:03:16:09:03:01,3,11.3821815,47.3091947,2058434,0,4.12,2058.434
205399500,2021:03:16:09:03:01,3,11.3821816,47.3091947,2058443,0,4.12,2058.443
205399600,2021:03:16:09:03:01,3,11.3821817,47.3091947,2058453,0,4.12,2058.453
205399700,2021:03:16:09:03:01,3,11.3821818,47.3091948,2058442,1,4.12,2058.442
205399800,2021:03:16:09:03:01,3,11.3821817,47.3091948,2058453,1,4.12,2058.453
205399900,2021:03:16:09:03:01,3,11.3821819,47.3091948,2058452,1,4.12,2058.452
205400000,2021:03:16:09:03:02,3,11.3821818,47.309195,2058434,1,4.12,2058.434
205400100,2021:03:16:09:03:02,3,11.382182,47.3091949,2058445,1,4.12,2058.445
205400200,2021:03:16:09:03:02,3,11.3821821,47.309195,2058460,1,4.12,2058.46
205400300,2021:03:16:09:03:02,3,11.3821824,47.3091949,2058459,1,4.12,2058.459
205400400,2021:03:16:09:03:02,3,11.3821824,47.3091948,2058455,1,4.12,2058.455
205400500,2021:03:16:09:03:02,3,11.3821822,47.3091949,2058420,1,4.12,2058.42
205400600,2021:03:16:09:03:02,3,11.3821822,47.3091951,2058419,1,4.12,2058.419
205400700,2021:03:16:09:03:02,3,11.3821824,47.3091951,2058419,0,4.12,2058.419
205400800,2021:03:16:09:03:02,3,11.3821822,47.3091952,2058396,0,4.12,2058.396
205400900,2021:03:16:09:03:02,3,11.3821823,47.3091951,2058407,0,4.12,2058.407
205401000,2021:03:16:09:03:03,3,11.3821824,47.3091951,2058390,0,4.12,2058.39
205401100,2021:03:16:09:03:03,3,11.3821824,47.3091952,2058374,0,4.12,2058.374
205401200,2021:03:16:09:03:03,3,11.3821824,47.3091954,2058360,0,4.12,2058.36
205401300,2021:03:16:09:03:03,3,11.3821824,47.3091954,2058337,0,4.12,2058.337
205401400,2021:03:16:09:03:03,3,11.3821827,47.309195,2058390,0,4.12,2058.39
205401500,2021:03:16:09:03:03,3,11.3821828,47.3091953,2058351,0,4.12,2058.351
205401600,2021:03:16:09:03:03,3,11.382183,47.3091954,2058374,0,4.12,2058.374
205401700,2021:03:16:09:03:03,3,11.3821828,47.3091955,2058335,1,4.06,2058.335
205401800,2021:03:16:09:03:03,3,11.3821833,47.3091954,2058395,1,4.06,2058.395
205401900,2021:03:16:09:03:03,3,11.3821832,47.3091955,2058373,1,4.06,2058.373
205402000,2021:03:16:09:03:04,3,11.382183,47.3091956,2058346,1,4.06,2058.346
205402100,2021:03:16:09:03:04,3,11.3821831,47.3091957,2058344,1,4.06,2058.344
205402200,2021:03:16:09:03:04,3,11.3821831,47.3091958,2058345,1,4.06,2058.345
205402300,2021:03:16:09:03:04,3,11.3821829,47.3091961,2058331,1,4.06,2058.331
205402400,2021:03:16:09:03:04,3,11.382183,47.3091961,2058335,1,4.06,2058.335
205402500,2021:03:16:09:03:04,3,11.3821827,47.3091963,2058308,1,4.06,2058.308
205402600,2021:03:16:09:03:04,3,11.3821829,47.3091964,2058310,1,4.06,2058.31
205402700,2021:03:16:09:03:04,3,11.3821826,47.3091968,2058282,0,4.06,2058.282
205402800,2021:03:16:09:03:04,3,11.3821826,47.3091967,2058296,0,4.06,2058.296
205402900,2021:03:16:09:03:04,3,11.3821828,47.3091968,2058314,0,4.06,2058.314
205403000,2021:03:16:09:03:05,3,11.3821828,47.3091969,2058296,0,4.06,2058.296
205403100,2021:03:16:09:03:05,3,11.3821825,47.3091971,2058278,0,4.06,2058.278
205403200,2021:03:16:09:03:05,3,11.3821826,47.3091971,2058289,0,4.06,2058.289
205403300,2021:03:16:09:03:05,3,11.3821824,47.3091973,2058285,0,4.06,2058.285
205403400,2021:03:16:09:03:05,3,11.3821826,47.3091973,2058301,0,4.06,2058.301
205403500,2021:03:16:09:03:05,3,11.3821823,47.3091974,2058270,0,4.06,2058.27
205403600,2021:03:16:09:03:05,3,11.3821823,47.3091976,2058261,0,4.06,2058.261
205403700,2021:03:16:09:03:05,3,11.3821822,47.3091977,2058264,1,4.06,2058.264
205403800,2021:03:16:09:03:05,3,11.3821821,47.3091976,2058253,1,4.06,2058.253
205403900,2021:03:16:09:03:05,3,11.3821822,47.3091978,2058238,1,4.06,2058.238
205404000,2021:03:16:09:03:06,3,11.3821821,47.3091978,2058254,1,4.06,2058.254
205404100,2021:03:16:09:03:06,3,11.382182,47.3091979,2058245,1,4.06,2058.245
